MAGs	16S_rRNA	23S_rRNA	5S_rRNA	CDSs	coding density	Count	CRISPR arrays	GC	hypotheticals	Length	N ratio	N50	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	signal peptides	sORFs	tmRNAs	tRNAs
GFS_8869	0	0	0	2367	73.6	840	0	40.9	1532	2430480	0	3627	1	1	0	0	0	0	0	0	0	1	27
GFS_8870	0	0	2	3595	77.9	925	2	63.8	1642	3830590	0	5504	5	6	0	0	0	6	2	0	0	0	35
GFS_8894	0	0	0	1608	82.9	247	2	35.6	1003	1922948	0	14067	5	2	0	0	0	4	0	0	0	0	18
GFS_8903	0	1	0	1809	46.9	425	0	33.5	1722	963165	0	2609	0	1	0	0	0	13	1	0	0	0	26
GFS_8915	0	0	0	2493	77.5	683	1	56.1	1341	2433724	0	4758	2	1	0	0	0	1	0	0	0	1	32
GFS_8917	0	0	0	2590	62.8	1333	0	39.2	1421	2887359	0	2384	6	3	0	0	0	3	0	0	0	1	22
GFS_8930	0	0	0	1937	57.7	377	0	43.1	1823	939694	0	2845	0	0	0	0	0	20	0	0	0	0	30
GFS_8935	0	0	0	1106	61.1	368	0	45.3	995	648477	0	1740	0	0	0	0	0	4	0	0	0	0	24
GFS_895	0	0	0	3133	82.5	469	0	58.2	1303	3410427	0	9465	4	15	0	0	0	5	0	0	0	2	35
GFS_8951	0	1	1	1718	89.7	44	0	40.3	983	1831779	0	75956	0	2	0	0	0	0	2	0	0	0	31
GFS_8969	0	0	0	1678	60	1015	0	41.7	952	1953588	0	2020	2	3	0	0	0	2	0	0	1	3	30
GFS_897	0	0	0	2239	81.7	633	0	69.2	975	2315123	0	4335	10	4	0	0	0	0	0	0	0	1	24
GFS_898	0	0	1	3052	70.3	975	0	38.3	1212	3557345	0	4283	5	3	0	0	0	28	1	0	0	0	19
GFS_8992	0	0	0	1448	65.7	683	0	44.9	724	1676760	0	2771	2	2	0	0	0	0	0	0	0	0	19
GFS_8995	0	0	1	2759	89.1	173	0	33.2	1465	2790948	0	27571	4	3	0	0	0	1	1	0	0	1	30
GFS_8996	0	0	0	2069	90.9	59	0	45	1038	2450549	0	65128	3	3	0	0	0	0	0	0	0	1	26
GFS_9010	0	1	1	1255	77.1	298	0	30.2	559	1347541	0	5473	0	2	0	0	0	1	2	0	0	0	27
GFS_9019	1	1	0	688	81.8	55	0	34.7	497	704802	0	47482	0	0	0	0	0	0	3	0	0	0	35
GFS_9042	0	0	0	2550	72.3	1113	0	70.4	1360	2345888	0	2247	11	2	0	0	0	3	0	0	0	0	27
GFS_9078	0	0	0	4113	62.6	1873	1	41.2	2846	4603014	0	2858	1	3	0	0	0	0	0	0	0	1	23
GFS_9081	0	0	1	2494	69.9	771	0	32.2	1220	2945861	0	5346	2	11	0	0	0	2	1	0	0	0	31
GFS_9107	1	0	0	1848	70.8	599	0	44	908	2016273	0	4673	4	5	0	0	0	0	1	0	0	0	29
GFS_913	0	0	0	6358	76.4	2084	0	65	4602	5962355	0	3438	1	4	0	0	0	0	0	0	0	0	30
GFS_9137	0	0	0	2793	72.3	718	2	37.3	1675	3557869	0	6541	2	0	0	0	0	1	0	0	0	0	29
GFS_9145	0	0	0	4207	66.6	1965	0	61.3	2362	4237674	0	2392	10	4	0	0	0	27	0	0	0	1	30
GFS_9151	0	0	0	2805	78.9	723	1	51.2	987	2794871	0	5802	9	7	0	0	0	2	0	0	2	0	33
GFS_9157	0	0	0	5004	85.2	285	3	49.5	2097	4995735	0	32218	5	11	0	0	0	8	0	0	0	1	51
GFS_9164	0	0	1	3479	72.2	1135	1	53.6	2191	3168280	0	3337	2	4	0	0	0	6	1	0	0	1	37
GFS_9165	0	0	0	5255	63.5	2068	8	45.8	2330	6008562	0	3659	6	18	0	0	0	45	1	0	1	1	63
GFS_9179	0	0	0	4260	82.4	530	2	62.4	1523	4938560	0	15553	7	4	0	0	0	33	2	0	0	0	45
GFS_9180	0	0	4	3104	76.1	827	5	32.4	1143	3432627	0	6526	7	78	0	0	0	12	4	0	1	0	46
GFS_919	0	0	0	3045	78.7	809	0	63.1	1116	3082115	0	5195	7	8	0	0	0	2	0	0	0	1	33
GFS_9194	0	0	0	2070	67.2	889	0	38.3	1086	2609160	0	3539	2	93	0	0	0	3	0	0	0	0	27
GFS_9203	0	0	0	3127	88.6	283	1	50.4	834	3219287	0	19014	11	6	0	0	0	2	0	0	0	0	38
GFS_9207	0	0	0	3683	73	1167	5	49.8	1805	3879851	0	4381	6	7	0	0	0	5	0	0	0	1	44
GFS_9225	0	0	0	2703	66.8	1167	0	39.9	1995	3131505	0	3192	1	1	0	0	0	1	0	0	0	1	34
GFS_9240	0	0	0	8855	84.7	1486	3	64.9	6351	9677695	0	9971	5	4	0	0	0	1	0	0	0	0	66
GFS_9243	0	0	0	5268	73.6	1054	5	42	3431	6229615	0	10196	3	1	0	0	0	1	0	0	0	0	30
GFS_9244	0	0	0	2166	87.5	340	0	66.7	663	2144380	0	7820	4	2	0	0	0	0	0	0	1	1	39
GFS_9245	0	0	0	1961	63.6	958	0	44.9	1282	2094941	0	2429	0	2	0	0	0	1	0	0	0	1	24
GFS_9246	0	0	0	2453	85.1	347	0	56.7	1196	2540236	0	9796	1	1	0	0	0	4	0	0	0	0	31
GFS_9248	0	0	1	3422	84.1	216	0	62.1	1153	4032996	0	34679	6	4	0	0	0	3	1	0	1	1	42
GFS_9251	0	0	0	2650	86.4	403	0	45.8	1885	2788443	0	10415	1	0	0	0	0	0	0	0	0	1	32
GFS_9260	0	1	0	2781	84.1	481	0	62.5	941	2751199	0	9242	3	3	0	0	0	3	1	0	0	1	40
GFS_9266	1	1	0	1093	79.5	130	2	33.6	919	1149122	0	15149	0	1	0	0	0	0	2	0	0	1	35
GFS_9270	0	0	0	5271	81.6	796	8	46.5	2626	6569581	0	14851	2	2	0	0	0	6	0	0	0	1	48
GFS_9280	0	0	0	2063	58.6	1074	0	31.2	1244	2360996	0	2418	3	20	0	0	0	6	0	0	0	1	13
GFS_9284	0	0	0	3794	86.6	498	0	64	1059	3752420	0	9157	15	8	0	0	0	6	0	0	0	0	33
GFS_9285	0	0	0	3169	89.5	227	0	60.5	853	3217570	0	22161	11	6	0	0	0	8	0	0	0	0	22
GFS_9287	1	1	0	1385	82.5	156	0	31.5	1222	1386021	0	12210	0	1	0	0	0	0	3	0	0	1	34
GFS_9291	1	0	0	2515	90.4	37	0	35.2	1739	2725264	0	149662	0	3	0	0	0	0	1	0	0	1	32
GFS_9293	0	0	0	5311	87.3	213	1	41.8	2763	6939835	0	53274	3	2	0	0	0	3	0	0	0	1	55
GFS_9294	0	0	0	3234	86.1	138	0	33.6	1876	3673110	0	34656	3	3	0	0	0	3	0	0	0	0	29
GFS_9302	0	0	0	3698	85.2	448	0	56.6	1370	4150090	0	19641	3	2	0	0	0	3	0	0	1	1	41
GFS_9303	1	1	0	4049	61.4	2064	3	44.8	2364	4519404	0	2402	3	2	0	0	0	8	2	0	0	0	42
GFS_9305	0	0	0	2368	91.1	62	0	55.9	471	2419420	0	64341	7	2	0	0	0	1	0	0	0	1	45
GFS_9306	0	0	0	2731	76.5	1005	0	62	1058	2645862	0	3259	7	9	0	0	0	1	0	0	0	1	23
GFS_9307	0	0	1	758	71.3	260	0	40.9	560	804988	0	3735	0	0	0	0	0	0	1	0	0	1	24
GFS_9309	0	0	0	2638	81.4	228	3	33.7	936	2986687	0	20345	5	61	0	0	0	6	0	0	0	1	33
GFS_9316	0	0	0	3048	75.6	1120	0	63	1258	2854152	0	3003	5	7	0	0	0	2	0	0	1	0	24
GFS_9325	0	1	0	3235	83.8	529	4	53.2	1603	3396272	0	9697	2	4	0	0	0	2	1	0	0	1	41
GFS_9332	0	0	1	3305	78.3	1051	0	63.5	1751	3330367	0	3944	8	2	0	0	0	0	1	0	0	0	13
GFS_9354	0	0	0	2985	87.8	438	0	60.4	1043	2962344	0	10499	3	3	0	0	0	1	0	0	0	0	42
GFS_9355	1	0	1	598	69.2	216	0	46.8	322	602450	0	3478	3	3	0	0	0	0	2	0	0	0	17
GFS_9360	0	0	0	3593	86.8	129	0	38.5	1344	4103227	0	63112	3	3	0	0	0	6	0	0	0	0	32
GFS_9361	0	0	0	3482	86.3	194	0	39.7	1229	3973831	0	36083	6	5	0	0	0	1	0	0	0	1	48
GFS_9362	0	0	1	5174	85.1	574	2	60.3	2543	5734597	0	16062	5	2	0	0	0	15	1	0	0	1	65
GFS_9369	1	0	0	4180	78.4	775	0	60.6	1941	4606477	0	9363	9	3	0	0	0	51	2	0	0	1	38
GFS_9370	0	0	1	3099	72.1	1253	2	55	1545	2962427	0	2703	7	5	0	0	0	5	1	0	1	2	37
GFS_9371	0	0	0	2180	77.8	491	0	58.8	689	2316101	0	6443	5	4	0	0	0	6	0	0	1	1	28
GFS_9379	1	0	0	3142	90.8	249	0	70	1602	3198908	0	19723	3	3	0	0	0	0	1	0	0	1	43
GFS_9395	0	0	0	3583	86.9	627	0	63.8	1310	3503293	0	8099	5	4	0	0	0	0	0	0	0	1	29
GFS_9397	0	0	1	2515	89.6	189	0	57.6	1485	2552496	0	18407	2	3	0	0	0	0	1	0	0	0	42
GFS_9404	1	1	1	536	79.3	97	0	37.5	278	540480	0	7020	0	1	0	0	0	0	2	0	0	1	32
GFS_9411	0	0	0	3064	87.4	109	0	50.2	809	3524570	0	62561	7	4	0	0	0	1	0	0	2	1	57
GFS_9413	0	0	0	2175	91.3	197	0	63.1	643	2247511	0	18146	4	3	0	0	0	0	0	0	0	0	43
GFS_9416	1	0	0	2253	91.2	124	0	56.5	1299	2272620	0	24024	3	3	0	0	0	1	1	0	0	0	37
GFS_9422	0	0	0	9307	82.1	2088	1	65.4	6967	9550769	0	5379	4	3	0	0	0	1	0	0	0	0	36
GFS_9423	0	0	0	3653	85.1	770	0	69	1345	3626258	0	6074	5	6	0	0	0	9	0	0	0	0	24
GFS_9436	0	0	0	2935	83.8	556	0	61.3	1180	2897849	0	6242	5	3	0	0	0	1	0	0	0	0	23
GFS_9438	0	0	1	4444	85.1	890	0	64.6	2309	4369321	0	6268	5	6	0	0	0	3	1	0	0	0	44
GFS_9464	0	0	0	3305	80.5	815	0	57.3	1269	3156774	0	4220	5	4	0	0	0	11	0	0	0	0	37
GFS_9469	1	0	1	2370	85.2	274	0	43.4	1468	2556187	0	14465	1	2	0	0	0	0	2	0	0	0	32
GFS_9486	0	1	0	1039	74.2	353	0	51.8	404	1043439	0	3569	4	3	0	0	0	0	1	0	0	1	25
GFS_9488	1	1	1	2891	81	589	0	58.5	1366	3307560	0	8904	2	5	0	0	0	1	3	0	0	0	41
GFS_9491	0	0	0	3459	75.8	1223	0	63.1	2284	3565205	0	3621	1	2	0	0	0	1	0	0	0	0	26
GFS_950	0	0	0	2825	84.2	465	0	60.3	1064	2791909	0	7762	3	2	0	0	0	3	0	0	0	1	27
GFS_9506	0	1	2	3003	79.7	664	0	48	1771	2700007	0	5711	12	4	0	0	0	1	2	0	0	1	124
GFS_9507	0	0	0	2605	87.9	304	0	52.4	975	2818864	0	19304	5	5	0	0	0	0	0	0	0	0	38
GFS_9516	0	0	1	7857	84	1630	3	67	5772	7793627	0	7795	1	2	0	0	0	1	1	0	1	1	42
GFS_953	0	0	1	2550	83.5	629	0	64.8	1561	2586054	0	4695	3	2	0	0	0	0	1	0	0	0	22
GFS_9560	0	0	0	2794	80.3	699	0	56.1	1576	2852940	0	5575	3	12	0	0	0	1	0	0	0	0	31
GFS_9566	0	1	1	469	82	102	0	52.3	213	437530	0	5454	1	0	0	0	0	0	2	0	0	0	28
GFS_957	0	0	0	2826	83.1	527	0	70.6	1138	2768661	0	7078	9	1	0	0	0	4	0	0	0	1	30
GFS_960	0	0	1	2462	86.9	447	0	69.6	1134	2492777	0	7334	6	1	0	0	0	3	1	0	0	1	24
GFS_9619	0	0	0	3216	78.6	433	0	45.5	1309	3396584	0	13020	2	11	0	0	0	12	0	0	0	2	34
GFS_9622	1	1	1	3658	86.4	766	0	63.7	1529	3526703	0	6519	4	4	0	0	0	8	3	0	0	0	37
GFS_9658	0	0	0	5067	90	92	3	60.3	1837	6174971	0	120355	3	5	0	0	0	17	0	0	1	1	49
GFS_9665	0	0	0	3623	74.2	1159	0	57.3	2356	3711927	0	3437	2	2	0	0	0	2	0	0	0	0	42
GFS_9666	0	0	0	2115	86.5	288	0	64.6	683	2119368	0	11415	6	1	0	0	0	4	1	0	0	1	34
GFS_9674	0	0	0	3482	87	175	0	63.1	782	3964223	0	35215	8	11	0	0	0	9	0	0	0	1	36
GFS_9681	0	0	0	4892	85.4	560	0	59.1	2874	5720358	0	15428	9	3	0	0	0	0	0	0	0	1	49
GFS_9688	0	0	0	3490	86.5	448	2	65.6	1003	3711478	0	13483	15	6	0	0	0	7	1	0	1	0	43
GFS_9690	0	0	0	4023	89.1	203	0	62	1015	4037443	0	33120	16	6	0	0	0	19	0	0	2	1	47
GFS_9696	0	0	0	4164	86.7	420	0	62.9	1400	4306380	0	14692	9	11	0	0	0	2	0	0	0	1	43
GFS_9704	0	0	0	2372	82.5	512	0	66.3	770	2403288	0	5808	6	2	0	0	0	9	0	0	0	1	27
GFS_9708	0	0	0	3149	74.8	868	2	34.4	1159	3727796	0	5169	3	0	0	0	0	14	0	0	0	0	29
GFS_971	0	0	0	2980	88.8	298	0	43.7	1440	3051024	0	17547	3	3	0	0	0	2	0	0	0	0	25
GFS_9710	0	0	0	3023	85	330	0	42.6	836	3137436	0	12883	2	16	0	0	0	12	0	0	1	1	36
GFS_9723	1	1	1	1203	86.2	92	0	29.5	961	1236864	0	17054	2	2	0	0	0	0	3	0	0	0	31
GFS_9736	0	0	0	2826	75.3	1059	0	58.9	1054	2712691	0	3108	5	7	0	0	0	4	0	0	1	0	19
GFS_9740	0	0	5	2051	83.3	171	0	51.4	2043	2425720	0	68975	0	0	0	0	0	0	5	0	0	0	44
GFS_975	0	0	0	639	83.2	69	0	38.3	359	621555	0	13632	0	1	0	0	0	0	1	0	0	0	27
GFS_9775	1	0	1	3190	90.1	37	0	54.3	1948	3184414	0	130148	3	5	0	0	0	1	2	0	0	0	47
GFS_9790	1	0	1	2110	74.1	550	0	34.2	1117	2426300	0	5180	2	3	0	0	0	2	2	0	0	0	17
GFS_9794	0	0	1	2946	88.5	188	0	53.4	950	3120431	0	31992	6	9	0	0	0	5	1	0	0	1	37
GFS_9806	0	0	0	3319	80.9	821	0	69.5	1572	3073356	0	4372	10	2	0	0	0	6	0	0	0	1	44
GFS_982	0	0	0	2967	88.5	211	0	59.6	872	3059100	0	28066	6	6	0	0	0	5	0	0	0	1	44
GFS_9826	0	0	0	7539	80.7	2249	0	66	5525	7409797	0	3660	2	2	0	0	0	3	0	0	0	1	38
GFS_9835	1	1	0	983	81.2	39	0	36.3	804	1167965	0	49435	0	1	0	0	0	0	3	0	0	0	42
GFS_9851	0	0	0	4268	80.6	1216	1	64	1730	4284868	0	4651	5	6	0	0	0	1	0	0	0	1	33
GFS_9853	0	0	2	4552	80.6	836	4	57.7	2473	5238738	0	9630	3	4	0	0	0	4	2	0	0	1	49
GFS_9857	2	2	0	2522	71.5	823	0	34.9	1126	2869216	0	5469	2	40	0	0	0	5	2	0	0	0	22
GFS_9863	0	4	2	4030	75	926	3	47.3	2486	4582638	0	7682	6	2	0	0	0	2	5	0	0	0	38
GFS_9876	0	0	1	2830	70.8	1155	0	54.5	1914	2982094	0	3006	1	2	0	0	0	0	1	0	0	1	26
GFS_9887	1	0	0	2575	55.2	1623	1	44.3	2128	2826125	0	1738	5	2	0	0	0	0	1	0	0	0	33
GFS_9894	0	1	0	574	69.3	195	0	41.5	394	588211	0	3676	0	1	0	0	0	0	1	0	0	1	26
GFS_9901	0	0	0	3211	81.4	986	0	64.2	2211	3351782	0	3723	2	0	0	0	0	0	0	0	0	0	24
GFS_9929	0	1	1	4775	86.1	559	0	64.6	2310	4867882	0	12998	6	5	0	0	0	3	2	0	2	1	57
GFS_995	0	0	1	1970	49.2	590	0	32.9	1863	1561568	0	2761	1	2	0	0	0	4	1	0	0	0	49
GFS_9950	0	0	0	3684	72.8	1012	0	38.5	1582	4443840	0	6171	4	9	0	0	0	8	0	0	0	0	29
GFS_9957	0	0	0	4029	85.6	607	0	66.6	1881	4281720	0	8919	1	4	0	0	0	3	0	0	0	1	31
GFS_9967	1	0	0	2687	85.4	503	0	63.8	852	2678082	0	8784	2	5	0	0	0	3	1	0	0	0	35
GFS_9968	0	0	0	1808	86.9	254	0	66.7	532	1824099	0	11402	5	4	0	0	0	1	0	0	0	1	23
GL100_DN_concoct_188	0	0	0	1810	82.7	476	0	65.1	897	1792666	0	4221	4	3	0	0	0	0	0	0	0	0	26
GL100_DN_metabat_24_sub	0	0	0	2938	85.9	451	0	57.7	1146	2844785	0	7867	5	1	0	0	0	3	0	0	1	0	25
GL100_DN_metabinner_4	0	0	0	2676	72.4	709	0	39.6	1165	3012271	0	4581	2	4	0	0	0	7	0	0	0	0	20
GL100_UP_concoct_3_sub	0	0	0	2932	83.9	602	0	66.6	939	2964977	0	5490	10	5	0	0	0	11	0	0	0	1	28
GL100_UP_concoct_8	0	0	1	2956	77.5	969	0	65.9	1807	2820633	0	3007	3	2	0	0	0	1	1	0	0	0	28
GL102_DN_concoct_7	0	0	0	3034	81.2	792	0	65.9	1084	3081743	0	4642	2	0	0	0	0	5	0	0	0	1	26
GL102_DN_metabinner_13_sub	2	0	0	1045	63.6	330	0	36	921	1107125	0	3331	0	1	0	0	0	0	3	0	0	1	17
GL102_UP_concoct_98	0	0	0	2713	84.9	685	0	66.8	1132	2577805	0	4263	6	4	0	0	0	1	0	0	0	1	24
GL102_UP_metabinner_1	0	0	1	3373	90	101	0	41.3	1550	3441020	0	195873	4	3	0	0	0	0	1	0	0	1	29
GL103_DN_concoct_198	0	0	0	3630	77.5	1167	0	63.6	2355	3732368	0	3433	2	5	0	0	0	5	0	0	0	0	31
GL103_DN_concoct_203	0	0	0	5011	77	736	11	45.6	1630	5862495	0	10521	6	19	0	0	0	58	2	0	1	0	74
GL103_DN_metabat_42	0	0	0	3868	89.6	261	0	61.2	1109	3842093	0	22492	13	9	0	0	0	12	0	0	0	1	41
GL103_DN_metabat_67	0	0	0	2524	89.3	114	0	53.6	664	2607601	0	40389	4	3	0	0	0	2	0	0	0	2	42
GL103_DN_metabinner_11	0	0	0	2830	87.1	310	0	49.7	890	2850996	0	13891	10	3	0	0	0	1	0	0	0	1	38
GL103_UP_concoct_32	0	1	1	3441	83.1	590	0	48.2	2220	3563112	0	8147	3	4	0	0	0	2	2	0	0	1	45
GL103_UP_concoct_68	0	0	0	3806	82.7	864	1	64.8	2492	4406440	0	5907	2	1	0	0	0	0	0	0	0	1	29
GL104_DN_metabinner_1	0	0	1	2907	91.3	82	0	55.8	830	2916317	0	71263	5	3	0	0	0	2	1	0	0	1	43
GL104_UP_metabat_28	0	0	0	3939	84.7	513	0	54.8	1691	3965623	0	9739	3	5	0	0	0	3	0	0	0	1	32
GL106_DN_concoct_110	0	0	0	1638	77.6	405	0	47	925	1633208	0	4742	1	2	0	0	0	0	0	0	0	0	28
GL106_DN_concoct_178	0	0	0	3678	80.4	355	1	39.8	1677	4253281	0	18596	3	29	0	0	0	10	0	0	0	0	45
GL106_DN_concoct_191	0	0	0	3773	85.1	343	1	50.9	1745	4183470	0	17483	7	3	0	0	0	3	0	0	0	1	26
GL106_DN_concoct_198	0	0	0	3982	80.9	455	0	36.8	1686	4508458	0	13416	3	2	0	0	0	7	0	0	0	0	37
GL106_DN_concoct_40	0	0	0	3866	79.6	971	0	57.2	2170	3637043	0	4276	1	3	0	0	0	2	0	0	0	1	18
GL106_DN_concoct_74_sub	0	0	0	2582	70.5	835	0	32.3	1200	3154202	0	4336	2	3	0	0	0	4	0	0	0	0	20
GL106_DN_concoct_81	0	0	1	5013	82.6	1062	2	58.4	2664	4986309	0	6045	7	1	0	0	0	9	1	0	0	0	53
GL106_DN_metabat_118	0	0	1	2541	91.7	123	0	54	661	2549929	0	38354	4	4	0	0	0	1	1	0	0	1	37
GL106_DN_metabat_43	0	0	0	2677	88.1	178	0	53	776	2715600	0	21685	5	4	0	0	0	4	0	0	0	1	40
GL106_DN_metabat_7	0	0	0	2842	84.8	407	0	56.5	918	2956585	0	8830	9	5	0	0	0	7	0	0	0	0	28
GL106_DN_metabat_82_sub	0	0	0	2955	88.1	224	1	52.4	958	3019723	0	24993	5	3	0	0	0	2	0	0	0	0	44
GL106_DN_metabinner_15	0	0	0	3206	83.7	546	0	56.6	1018	3113127	0	7546	12	6	0	0	0	4	0	0	0	1	42
GL106_UP_concoct_6_sub	0	0	0	2025	70.9	758	0	50.6	989	2045394	0	2817	2	1	0	0	0	4	0	0	0	1	27
GL106_UP_metabat_27	2	0	0	761	74.6	130	0	39.6	492	743886	0	6581	0	0	0	0	0	0	2	0	0	1	22
GL106_UP_metabat_84_sub	0	0	0	3587	82.2	521	0	60.8	1841	3722706	0	9300	2	6	0	0	0	12	0	0	0	0	40
GL106_UP_metabat_85	0	0	1	2667	86.2	269	0	55	912	2711180	0	13630	2	3	0	0	0	1	1	0	0	1	37
GL106_UP_metabinner_3	0	0	0	2871	86	175	1	28.9	939	3223482	0	28600	7	119	0	0	0	5	0	0	0	1	34
GL106_UP_metabinner_5	1	1	1	815	86.9	31	0	34.7	394	755968	0	51254	0	1	0	0	0	0	3	0	0	1	38
GL109_DN_concoct_119	0	0	0	2743	80.6	606	1	57.1	1501	2720071	0	5377	2	2	0	0	0	1	0	0	0	0	24
GL109_DN_concoct_176	0	0	0	3770	87.9	418	0	70.1	1108	4058586	0	12031	11	6	0	0	0	9	0	0	0	0	33
GL109_DN_concoct_84	0	0	0	3679	85.5	610	0	66.8	1162	3849512	0	8359	6	7	0	0	0	9	0	0	0	1	22
GL109_DN_metabat_10_sub	0	0	0	3669	85.6	566	1	65.5	1364	3851452	0	8222	9	6	0	0	0	6	0	0	0	0	30
GL109_DN_metabat_33	0	0	1	700	80.4	75	0	47.6	424	660322	0	10958	0	1	0	0	0	0	1	0	0	0	29
GL109_DN_metabinner_25_sub	0	0	0	2546	84	572	0	63	967	2409902	0	4645	4	4	0	0	0	2	0	0	0	0	26
GL109_DN_metabinner_3	0	0	1	2864	85.5	389	0	47.8	1740	2901279	0	9826	2	3	0	0	0	1	1	0	0	1	25
GL109_DN_metabinner_4	0	0	0	2602	86.4	315	0	49.6	779	2601732	0	11345	8	8	0	0	0	0	0	0	0	0	35
GL109_DN_metabinner_7	0	0	0	603	82	96	0	43.2	364	602666	0	7898	1	0	0	0	0	0	0	0	0	0	28
GL11_Down_metabinner_1	0	0	0	2636	82.7	518	0	57.4	1509	2578032	0	5644	2	2	0	0	0	3	0	0	0	1	26
GL11_UP_metabinner_1	0	0	0	3343	79.1	596	0	40.9	1457	3884383	0	11178	3	6	0	0	0	12	1	0	0	0	31
GL111_DN_concoct_133	0	0	0	2894	75.2	817	0	42.3	1094	3213775	0	4615	2	3	0	0	0	10	0	0	0	1	25
GL111_DN_concoct_187	0	0	0	4563	68.6	1713	0	60.5	2660	4929252	0	3060	7	1	0	0	0	7	0	0	0	1	31
GL111_DN_concoct_63	0	0	0	4426	87.9	681	0	58.7	3187	4816249	0	9152	1	2	0	0	0	1	0	0	0	0	29
GL114_DN_concoct_123_sub	0	0	0	1696	70.9	612	0	49.7	1105	1692064	0	2957	0	3	0	0	0	0	0	0	0	1	21
GL114_DN_concoct_132_sub	0	0	0	2429	79.2	691	0	56	1016	2279014	0	3715	5	2	0	0	0	6	0	0	0	1	27
GL114_DN_concoct_147	0	0	1	4914	88.8	276	2	63.7	1399	5167948	0	28232	6	7	0	0	0	5	1	0	0	1	42
GL114_DN_concoct_170	1	0	0	2624	83.8	596	0	64.5	1079	2546531	0	4972	3	3	0	0	0	1	1	0	1	0	27
GL114_DN_concoct_30	0	0	0	4296	86.2	609	0	66.6	1405	4536069	0	9969	9	7	0	0	0	18	0	0	0	1	35
GL114_DN_concoct_40	0	0	0	3532	83.3	658	0	58.9	1698	3509322	0	6679	2	3	0	0	0	1	0	0	0	0	23
GL114_DN_metabat_102	0	1	1	1502	86.9	35	0	48.4	949	1421325	0	78331	2	2	0	0	0	0	1	0	0	0	51
GL114_DN_metabat_143_sub	0	0	0	2850	85.3	452	0	64.9	962	2785704	0	7103	4	3	0	0	0	11	0	0	0	0	46
GL114_DN_metabat_36	0	0	0	2483	88.3	296	0	60.3	771	2384075	0	10120	7	4	0	0	0	5	0	0	0	1	40
GL114_DN_metabat_60_sub	0	0	0	3519	84.6	606	1	68.6	1162	3819224	0	7429	7	2	0	0	0	9	0	0	1	1	26
GL114_DN_metabinner_11	1	0	1	944	81.9	127	0	50.2	554	916547	0	9412	1	1	0	0	0	1	2	0	0	0	32
GL114_DN_metabinner_19_sub	0	0	0	811	83.5	52	0	46	464	801058	0	30634	0	0	0	0	0	0	0	0	0	0	31
GL114_DN_metabinner_22_sub	0	0	0	2589	82.8	434	0	40.4	1616	2627074	0	7687	2	1	0	0	0	3	0	0	0	1	24
GL114_DN_metabinner_24	0	0	0	4547	74.3	1115	10	38.1	2801	5577307	0	5867	2	3	0	0	0	5	0	0	0	0	33
GL114_DN_metabinner_27_sub	0	0	0	2271	84.9	321	0	35.8	1203	2316942	0	10577	1	2	0	0	0	0	0	0	0	1	17
GL114_DN_metabinner_3	1	1	0	2826	88	133	0	44.9	1954	2975515	0	54715	1	3	0	0	0	0	2	0	0	1	33
GL114_DN_metabinner_41_sub	0	0	0	2802	80.1	524	0	32	1233	3208105	0	9439	6	87	0	0	0	5	0	0	0	0	21
GL114_DN_metabinner_8	0	0	0	2548	58.9	160	2	42.1	2358	1356464	0	11878	0	0	0	0	0	34	0	0	0	0	32
GL114_DN_metabinner_9	0	0	0	2941	87.8	264	1	52.5	958	2892445	0	15049	8	6	0	0	0	1	0	0	0	1	40
GL115_DN_concoct_111	0	0	0	2730	72.9	741	0	46.3	1228	2886790	0	4804	5	9	0	0	0	5	0	0	1	0	31
GL115_DN_concoct_119_sub	0	0	0	3619	74.2	1045	0	39.9	1803	3958584	0	4301	5	4	0	0	0	5	0	0	0	0	35
GL115_DN_concoct_120	0	0	0	3413	72.8	1154	1	42.3	1238	3857593	0	3777	0	7	0	0	0	13	0	0	1	0	29
GL115_DN_concoct_74	0	0	0	3449	77.6	1192	0	63.3	1495	3254847	0	2823	6	3	0	0	0	11	0	0	0	0	24
GL115_DN_metabinner_4	0	0	0	2961	81.8	306	1	33.4	1221	3430615	0	19834	4	12	0	0	0	1	0	0	0	0	31
GL115_DN_metabinner_5_sub	0	0	0	4449	71.4	1373	0	50.6	3016	5008303	0	3762	1	12	0	0	0	3	0	0	0	1	23
GL115_UP_concoct_109	0	0	0	2457	80.2	759	0	63.3	1262	2334551	0	3299	2	2	0	0	0	1	0	0	0	1	26
GL115_UP_metabinner_16	3	1	1	1117	66.5	328	0	42.5	860	1067511	0	3157	0	0	0	0	0	1	4	0	0	1	34
GL115_UP_metabinner_3	0	0	0	2985	75.4	677	0	36.6	1600	3727958	0	6930	4	3	0	0	0	0	0	0	0	0	17
GL115_UP_metabinner_4	0	0	0	3097	87.7	202	3	55.3	811	3042988	0	23552	10	9	0	0	0	11	0	0	0	0	42
GL115_UP_metabinner_8	0	0	0	3406	80.4	594	0	38.9	1345	3989623	0	9412	4	5	0	0	0	2	0	0	0	0	24
GL116_DN_concoct_233	0	0	0	4259	81.3	957	5	55.9	2706	4179649	0	5176	6	2	0	0	0	2	0	0	1	0	67
GL116_DN_concoct_43_sub	0	0	0	3397	85.1	700	0	66.5	1478	3406290	0	6125	5	1	0	0	0	5	0	0	0	0	23
