protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GFS_12838_43_19	502	S1_7	456	8.3e-170	557.9	2	447	21	500	97.6	1	high	3.1.6.13 3.1.6.- 	
GFS_13968_224_3	494	S1_8	443	3.2e-153	502.9	2	424	21	489	95.3	1	high	3.10.1.1 3.1.6.- 	
GL53_Down_metabinner_30_sub_669_3	785	S1_6	469	1e-104	343.5	2	449	55	548	95.3	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL72_UP_concoct_308_sub_224_2	482	S1_7	456	1.4e-152	501.1	2	445	22	446	97.1	1	high	3.1.6.13 3.1.6.- 	
GL32_Down_metabinner_21_sub_178_6	547	S1_7	456	9.7e-166	544.5	3	450	30	540	98.0	1	high	3.1.6.13 3.1.6.- 	
GL140_3_metabinner_40_77_8	153	S1_16	444	6e-38	122.9	2	102	17	129	22.5	1	probable fragment		
GFS_2330_411_1	342	S1_46	459	1.1e-37	122.1	183	433	24	292	54.5	1	probable fragment		
GFS_5801_34_11	753	S1_24	410	6e-132	432.9	2	406	39	443	98.5	1	high		
GFS_13507_376_1	312	S1_7	456	4.5e-47	153.3	2	215	28	259	46.7	1	probable fragment		
GL85_DN_concoct_11_682_9	467	S1_46	459	2.7e-33	107.6	256	437	256	435	39.4	1	probable fragment		
GL32_Down_metabinner_4_275_3	679	S1_8	443	8.7e-57	185.1	2	331	40	385	74.3	1	probable fragment		
GL124_DN_metabinner_10_sub_238_4	537	S1_0	499	1.5e-140	461.7	3	411	25	416	81.8	1	high	3.1.-.- 	
336R_concoct_189_sub_306_8	586	S1_0	499	1.7e-184	606.6	3	495	66	571	98.6	1	high	3.1.-.- 	
GL90_UP_metabinner_12_sub_305_3	413	S1_27	454	3.5e-87	285.6	2	432	2	410	94.7	1	low		
GFS_11069_107_5	238	S1_29	405	4.3e-39	127.0	245	402	1	168	38.8	1	probable fragment		
GL111_DN_concoct_63_156_8	610	S1_8	443	3.6e-38	123.7	4	284	246	538	63.2	1	probable fragment		
GL119_DN_concoct_185_90_41	492	S1_34	450	1.2e-180	593.5	2	422	28	442	93.3	1	high		
GL119_DN_concoct_185_109_13	452	S1_32	423	4.9e-172	564.6	2	414	28	432	97.4	1	high		
GL133_UP_concoct_53_1326_2	786	S1_8	443	1.3e-33	108.7	31	303	404	695	61.4	1	probable fragment		
GL119_DN_concoct_185_281_57	495	S1_8	443	1.7e-129	424.7	2	431	18	475	96.8	1	high	3.10.1.1 3.1.6.- 	
GL140_2_concoct_333_369_15	489	S1_53	474	8.9e-32	103.0	269	449	277	453	38.0	1	probable fragment		
GL124_DN_metabinner_19_341_1	246	S1_7	456	1.1e-37	122.3	245	446	17	222	44.1	1	probable fragment		
GFS_5289_670_4	765	S1_4	536	3e-191	629.0	2	512	31	579	95.1	1	high	3.1.6.1 	
GFS_10893_58_2	456	S1_19	430	3.2e-176	578.5	1	419	36	446	97.2	1	high	3.1.6.- 	
GL72_UP_concoct_135_sub_1489_2	475	S1_16	444	6.3e-173	567.7	4	438	23	459	97.7	1	high		
GFS_13877_1063_4	280	S1_14	426	1.8e-69	226.9	2	137	32	167	31.7	1	probable fragment		
GFS_2106_340_1	368	S1_20	444	2.4e-50	164.0	261	435	1	198	39.2	1	probable fragment		
GL30_DN_concoct_186_806_8	380	S1_17	425	6.9e-103	337.0	139	416	1	276	65.2	1	high	3.1.6.- 	
GL124_DN_concoct_180_sub_249_3	427	S1_14	426	4.4e-130	426.6	3	412	41	426	96.0	1	high		
GL72_UP_concoct_135_sub_1399_5	813	S1_7	456	9.8e-43	139.0	172	449	478	783	60.7	1	probable fragment		
GFS_7164_412_11	448	S1_16	444	1e-165	544.0	2	436	18	444	97.7	1	high		
GL53_Down_concoct_97_586_2	550	S1_17	425	3.4e-79	258.9	4	404	26	397	94.1	1	low		
GFS_12554_438_11	460	S1_7	456	1.2e-150	494.7	2	444	30	458	96.9	1	high	3.1.6.13 3.1.6.- 	
GL74_UP_concoct_47_28_6	539	S1_20	444	9.1e-157	514.7	2	429	111	522	96.2	1	high		
GFS_4620_1041_2	609	S1_53	474	3.7e-37	120.7	270	463	121	310	40.7	1	probable fragment		
GFS_8796_774_1	521	S1_53	474	4.3e-36	117.2	5	339	183	518	70.5	1	probable fragment		
GFS_6987_121_18	483	S1_19	430	1.6e-181	596.0	2	419	34	466	97.0	1	high	3.1.6.- 	
GLR68_GL53_UP_2_concoct_172_315_7	948	S1_4	536	2.7e-133	437.8	2	516	30	527	95.9	1	high	3.1.6.1 	
GFS_14120_47_2	456	S1_8	443	4.6e-154	505.7	2	426	20	453	95.7	1	high	3.10.1.1 3.1.6.- 	
GFS_5321_31_7	509	S1_15	471	5.8e-170	558.5	2	469	27	507	99.2	1	high	3.1.6.4 	
GL45_Down_concoct_159_sub_71_3	758	S1_27	454	1.9e-111	365.6	2	365	395	732	80.0	1	high	3.1.6.12 3.1.6.- 	
GL73_DN_concoct_61_930_4	311	S1_32	423	1.8e-98	322.3	102	401	1	299	70.7	1	high		
GL14_Up_metabinner_14_sub_705_4	116	S1_8	443	1.1e-31	102.3	193	282	2	92	20.1	1	probable fragment		
GL140_5_metabinner_6_118_10	588	S1_8	443	5.9e-26	165.8	185	336	38	372	34.1	1	probable fragment		fusion of 2 fragments from 38 to 210 score 82.4 and from 207 to 372 score 83.4
GL103_UP_concoct_68_383_3	795	S1_46	459	8e-32	180.9	186	431	360	754	53.4	1	probable fragment		fusion of 2 fragments from 360 to 507 score 78.2 and from 505 to 754 score 102.7
GL26_DN_concoct_27_289_3	680	S1_8	443	4.2e-42	136.7	2	296	43	337	66.4	1	probable fragment		
GL53_Up_metabinner_1_404_5	491	S1_20	444	8.4e-177	580.8	2	432	29	475	96.8	1	high		
GFS_2131_939_4	449	S1_25	440	2.5e-170	559.6	2	429	18	442	97.0	1	high	3.1.6.- 	
GFS_1844_760_1	471	S1_26	443	7.6e-134	439.3	2	438	23	461	98.4	1	high		
GL133_DN_metabinner_11_sub_12_11	495	S1_37	447	5e-33	107.0	163	432	222	489	60.2	1	probable fragment		
GFS_7014_1665_3	478	S1_26	443	9.8e-122	399.4	3	409	31	457	91.6	1	high		
GFS_5712_338_6	621	S1_7	456	4.5e-169	555.5	2	444	26	493	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_953_372_4	572	S1_8	443	6.1e-32	103.2	3	336	27	350	75.2	1	probable fragment		
GL140_1_metabinner_102_31_9	477	S1_32	423	2.9e-175	575.2	2	416	35	457	97.9	1	high		
GL72_DN_concoct_34_1067_21	464	S1_61	451	1.5e-72	237.1	1	433	7	414	95.8	1	low		
GL130_UP_metabinner_7_sub_115_4	506	S1_16	444	2.3e-32	104.5	183	426	251	503	54.7	1	probable fragment		
GFS_13875_349_2	754	S1_12	481	1e-33	109.3	178	428	473	715	52.0	1	probable fragment		another fragment from 466 to 676 score 108.3
GL58_Up_concoct_85_344_5	666	S1_8	443	1e-54	178.3	3	336	30	363	75.2	1	probable fragment		
339R_concoct_132_sub_311_2	478	S1_8	443	3.3e-122	400.7	2	425	25	474	95.5	1	high	3.10.1.1 3.1.6.- 	
GFS_13892_228_2	470	S1_46	459	1.8e-38	124.7	188	448	168	434	56.6	1	probable fragment		
GFS_3876_116_20	436	S1_66	455	4.1e-157	515.8	3	449	5	432	98.0	1	high		
GL44_UP_metabat_155_210_8	335	S1_17	425	8.2e-26	211.2	303	417	24	225	26.8	1	probable fragment		fusion of 2 fragments from 24 to 110 score 128.2 and from 108 to 225 score 83.0
GFS_12086_282_4	481	S1_25	440	3.5e-176	578.9	2	435	32	463	98.4	1	high	3.1.6.- 	
GL98_DN_metabinner_26_531_5	672	S1_7	456	2.1e-34	111.5	257	429	472	637	37.7	1	probable fragment		
GL32_Down_metabinner_12_473_3	443	S1_28	445	1.1e-110	500.2	2	441	28	437	98.7	1	high		fusion of 2 fragments from 152 to 437 score 362.7 fragment 2 from 28 to 145 score 137.5
GL124_DN_concoct_187_195_1	372	S1_8	443	1.7e-31	101.7	6	290	33	365	64.1	1	probable fragment		
GL30_DN_concoct_186_1237_2	473	S1_27	454	9.3e-139	455.6	2	447	22	443	98.0	1	high	3.1.6.12 3.1.6.- 	
GL13_Down_concoct_98_175_11	267	S1_18	426	1.7e-82	269.7	185	414	1	251	53.8	1	probable fragment		
GFS_2368_472_1	306	S1_8	443	7.2e-47	152.4	4	276	2	305	61.4	1	probable fragment		
GL82_UP_concoct_93_792_1	385	S1_4	536	1.1e-132	435.7	148	519	1	377	69.2	1	high	3.1.6.1 	
GFS_13179_214_2	183	S1_15	471	1.7e-61	200.9	288	467	1	181	38.0	1	probable fragment		
GFS_4219_32_32	461	S1_53	474	3e-31	101.2	269	448	245	420	37.8	1	probable fragment		
GL34_DN_concoct_1_279_22	505	S1_14	426	2.9e-158	519.4	2	422	29	474	98.6	1	high		
GL73_DN_concoct_207_sub_252_13	707	S1_16	444	3e-34	110.7	165	415	440	675	56.3	1	probable fragment		
GL32_Down_concoct_208_sub_113_3	695	S1_7	456	9.4e-122	399.5	3	450	64	509	98.0	1	high	3.1.6.13 3.1.6.- 	
GL106_DN_concoct_74_sub_779_6	467	S1_28	445	2.5e-172	565.9	2	435	26	464	97.3	1	high		
GL130_UP_metabinner_7_sub_54_8	506	S1_27	454	2.5e-36	118.0	191	444	249	503	55.7	1	probable fragment		
GL82_DN_concoct_219_327_6	473	S1_8	443	1.1e-52	171.6	3	331	52	448	74.0	1	probable fragment		
GL86_DN_metabat_16_sub_488_1	312	S1_8	443	2.8e-48	157.0	3	279	34	311	62.3	1	probable fragment		
GFS_3883_704_4	488	S1_6	469	8.8e-143	469.0	3	457	42	486	96.8	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL85_DN_concoct_230_814_4	217	S1_4	536	1.4e-72	237.4	2	188	28	217	34.7	1	probable fragment		
GL98_DN_concoct_155_47_1	619	S1_39	451	6.8e-170	557.8	2	448	23	461	98.9	1	high		
GL74_UP_concoct_21_314_17	651	S1_8	443	3.5e-142	466.5	2	432	27	449	97.1	1	high	3.10.1.1 3.1.6.- 	
GL29_DN_concoct_81_529_2	492	S1_0	499	1.2e-152	501.6	5	494	6	468	98.0	1	high	3.1.-.- 	
GFS_2151_813_7	764	S1_0	499	8.3e-32	102.9	193	411	472	682	43.7	1	probable fragment		
GL124_DN_metabat_128_560_2	271	S1_17	425	2.3e-40	131.0	3	88	25	110	20.0	1	probable fragment		
GFS_8094_197_10	780	S1_4	536	1.1e-213	703.1	2	519	59	603	96.5	1	high	3.1.6.1 	
GL140_5_concoct_333_sub_740_3	488	S1_8	443	2.5e-131	430.7	1	427	27	477	96.2	1	high	3.10.1.1 3.1.6.- 	
GFS_10646_295_7	459	S1_7	456	4.9e-38	123.5	172	446	93	436	60.1	1	probable fragment		
GL53_Down_metabinner_31_sub_11_2	522	S1_12	481	1.7e-201	662.6	2	480	3	485	99.4	1	high	3.1.6.6 3.1.6.- 	
339R_metabinner_32_64_2	415	S1_27	454	4.9e-90	295.0	2	432	2	412	94.7	1	low		
GFS_7207_312_2	258	S1_61	451	3.4e-52	170.1	1	282	2	258	62.3	1	probable fragment		
GL124_DN_concoct_187_76_1	441	S1_61	451	4e-34	110.5	2	353	1	333	77.8	1	probable fragment		
GL74_UP_metabat_107_sub_50_4	480	S1_17	425	2.1e-145	477.0	2	411	26	463	96.2	1	high	3.1.6.- 	
GFS_5964_214_2	507	S1_20	444	1.3e-192	632.9	3	437	50	500	97.7	1	high		
GFS_12504_414_11	513	S1_56	526	7.6e-180	591.2	2	517	5	507	97.9	1	high		
GL77_DN_metabinner_2_963_3	455	S1_20	444	8.3e-145	475.3	2	433	25	438	97.1	1	high		
GFS_8115_674_7	530	S1_4	536	5.1e-125	410.5	185	518	1	350	62.1	1	high	3.1.6.1 	
GL94_UP_concoct_254_587_5	424	S1_15	471	1.7e-146	481.1	29	467	1	422	93.0	1	high	3.1.6.4 	
GFS_4681_293_3	759	S1_8	443	9.2e-35	112.5	6	296	351	663	65.5	1	probable fragment		
GL36_DN_concoct_104_477_2	409	S1_27	454	6.1e-91	298.0	3	430	4	404	94.1	1	low		
GFS_12838_230_58	469	S1_15	471	3.5e-161	529.6	3	468	20	466	98.7	1	high	3.1.6.4 	
GL124_DN_metabinner_32_sub_629_2	469	S1_25	440	1.1e-179	590.4	2	434	38	467	98.2	1	high	3.1.6.- 	
GL51_DN_metabinner_8_303_13	453	S1_8	443	3.8e-130	426.8	7	435	2	443	96.6	1	high	3.10.1.1 3.1.6.- 	
GFS_12838_210_17	463	S1_16	444	1.6e-144	474.1	1	438	22	447	98.4	1	high		
GL122_DN_metabat_25_51_8	666	S1_53	474	2.6e-35	114.6	272	442	473	635	35.9	1	probable fragment		
GL82_UP_concoct_93_1215_4	519	S1_4	536	5.7e-176	578.6	2	513	22	515	95.3	1	high	3.1.6.1 	
GL114_DN_metabinner_24_302_1	173	S1_7	456	5e-57	186.1	295	449	1	168	33.8	1	probable fragment		
GL122_UP_concoct_49_121_3	448	S1_61	451	1.1e-32	217.9	1	441	5	425	97.6	1	low		fusion of 2 fragments from 204 to 425 score 105.7 fragment 2 from 5 to 165 score 112.2
GL106_DN_concoct_40_141_2	333	S1_56	526	1.2e-118	389.3	2	338	5	331	63.9	1	high		
GL82_UP_concoct_93_495_2	441	S1_20	444	4.2e-139	456.5	2	435	17	431	97.5	1	high		
GL49_Down_concoct_154_330_12	461	S1_20	444	2e-171	563.0	1	438	18	453	98.4	1	high		
GL93_UP_metabat_23_31_5	336	S1_15	471	6.7e-32	103.3	2	80	26	103	16.6	1	probable fragment		
GFS_8635_23_20	454	S1_22	433	3.7e-175	575.1	2	425	29	453	97.7	1	high		
GFS_9863_76_6	468	S1_65	439	9.3e-189	619.9	2	436	36	466	98.9	1	high		
GFS_4384_1416_1	302	S1_27	454	3e-93	305.6	2	307	22	302	67.2	1	high	3.1.6.12 3.1.6.- 	
GFS_14463_721_3	473	S1_53	474	2.1e-35	173.5	142	454	23	437	65.8	1	probable fragment		fusion of 2 fragments from 23 to 116 score 58.6 and from 108 to 437 score 114.9
GL119_DN_concoct_185_434_14	524	S1_15	471	4.9e-174	571.9	3	468	32	519	98.7	1	high	3.1.6.4 	
GFS_3883_468_5	499	S1_6	469	3.3e-136	447.4	2	458	41	488	97.2	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_5495_546_2	461	S1_24	410	3.2e-125	410.7	2	403	55	459	97.8	1	high		
GL117_UP_concoct_38_121_1	636	S1_8	443	6.6e-54	175.6	5	331	23	348	73.6	1	probable fragment		
GFS_6456_627_1	502	S1_4	536	2.8e-141	464.1	105	517	1	430	76.9	1	high	3.1.6.1 	
GL117_UP_concoct_38_181_6	775	S1_8	443	3.9e-58	189.5	4	335	71	401	74.7	1	probable fragment		
GFS_10835_359_9	497	S1_27	454	6.2e-36	116.7	174	441	194	471	58.8	1	probable fragment		another fragment from 191 to 470 score 95.8
GL124_DN_metabinner_32_sub_1027_1	491	S1_16	444	2.6e-182	598.7	2	438	33	485	98.2	1	high		
GFS_5974_79_6	538	S1_4	536	4.9e-190	625.0	2	512	20	535	95.1	1	high	3.1.6.1 	
GL45_Down_concoct_159_sub_596_7	511	S1_8	443	2.3e-114	374.8	2	391	31	447	87.8	1	high	3.10.1.1 3.1.6.- 	
GLR68_GL53_UP_2_metabinner_1_57_4	647	S1_19	430	5e-141	462.5	2	422	171	633	97.7	1	high	3.1.6.- 	
336R_metabinner_51_605_3	416	S1_27	454	5.9e-88	288.1	3	432	4	413	94.5	1	low		
GL82_UP_concoct_14_884_2	368	S1_20	444	1.5e-131	431.7	60	437	1	366	84.9	1	high		
GL5_Up_metabinner_11_143_13	493	S1_11	498	2e-176	580.0	5	487	11	483	96.8	1	high	3.1.6.11 3.1.6.14 	
GL74_UP_concoct_21_203_11	466	S1_14	426	9.6e-156	511.1	2	419	28	439	97.9	1	high		
336R_metabinner_104_530_1	274	S1_27	454	1.2e-38	125.6	169	432	4	270	57.9	1	probable fragment		
GL140_3_concoct_225_sub_642_2	497	S1_7	456	1.4e-93	306.6	2	449	22	470	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_9775_7_200	461	S1_25	440	6e-137	449.6	2	432	34	455	97.7	1	high	3.1.6.- 	
GL11_Down_metabinner_1_367_5	626	S1_8	443	2.9e-31	100.9	2	292	272	557	65.5	1	probable fragment		
GL119_DN_concoct_221_sub_87_5	327	S1_18	426	1.6e-116	381.9	96	413	2	320	74.4	1	high		
GL119_DN_concoct_221_sub_32_1	475	S1_4	536	1.8e-147	484.6	45	509	1	458	86.6	1	high	3.1.6.1 	
GFS_1125_123_31	609	S1_39	451	1.2e-171	563.6	2	448	29	456	98.9	1	high		
GFS_9422_808_2	410	S1_4	536	6.7e-70	228.5	328	518	13	214	35.4	1	probable fragment		
GFS_3883_695_1	173	S1_14	426	8.3e-55	178.5	3	130	34	157	29.8	1	probable fragment		
GL51_Up_metabinner_2_264_11	490	S1_39	451	2.1e-198	651.8	2	450	27	483	99.3	1	high		
GL74_UP_metabinner_8_413_15	806	S1_8	443	1.8e-32	105.0	3	332	417	748	74.3	1	probable fragment		
GFS_9491_837_2	431	S1_21	416	1.9e-179	589.1	2	414	21	429	99.0	1	high		
GFS_5321_62_20	469	S1_7	456	2.4e-158	520.1	2	450	23	448	98.2	1	high	3.1.6.13 3.1.6.- 	
GL73_DN_concoct_173_sub_660_1	441	S1_37	447	5.3e-74	330.9	27	438	1	439	91.9	1	several good hits		 good hit with these HMMs: S1_37(330.9);S1_46(328.5);S1_12(324.0)
GL140_5_metabinner_6_265_2	722	S1_8	443	1.5e-49	161.2	3	332	53	390	74.3	1	probable fragment		
GL35_DN_concoct_158_1701_1	520	S1_19	430	1.3e-150	494.1	2	421	38	505	97.4	1	high	3.1.6.- 	
GFS_10914_48_2	816	S1_8	443	7.7e-50	162.2	3	328	83	410	73.4	1	probable fragment		
GLR56_GL46_UP_1_metabinner_3_46_4	529	S1_29	405	8.1e-131	429.0	2	402	20	438	98.8	1	high		
GFS_1591_329_8	328	S1_19	430	4.2e-119	390.3	81	396	16	325	73.3	1	high	3.1.6.- 	
GL133_DN_metabinner_11_sub_49_4	280	S1_27	454	9e-39	126.0	181	446	12	278	58.4	1	probable fragment		another fragment from 11 to 277 score 125.4
GFS_1749_292_11	565	S1_20	444	7.7e-143	468.8	2	429	24	480	96.2	1	high		
GL119_DN_concoct_185_189_15	469	S1_14	426	2.1e-164	539.7	2	421	20	464	98.4	1	high		
GL5_Up_metabinner_11_222_13	482	S1_20	444	1.9e-169	556.5	3	437	13	471	97.7	1	high		
GFS_12324_835_5	293	S1_53	474	2.1e-37	121.5	193	432	24	262	50.4	1	probable fragment		
GL51_Up_metabinner_2_264_1	348	S1_16	444	3.4e-94	308.2	157	440	22	325	63.7	1	high		
GL53_Down_metabinner_17_355_5	469	S1_14	426	1.2e-171	563.5	3	415	26	467	96.7	1	high		
GFS_895_460_2	712	S1_8	443	1.9e-49	160.9	2	331	34	377	74.3	1	probable fragment		
GFS_5689_257_4	542	S1_15	471	5e-164	538.9	2	468	43	519	98.9	1	high	3.1.6.4 	
GFS_4040_237_5	454	S1_20	444	1.5e-160	527.2	2	437	16	442	98.0	1	high		
GL85_UP_metabinner_48_253_5	516	S1_64	483	9.3e-75	245.0	1	371	26	442	76.6	1	probable fragment		
GFS_5321_127_1	416	S1_32	423	1.3e-168	553.3	2	397	28	415	93.4	1	high		
GFS_9853_397_2	339	S1_7	456	8e-64	208.5	161	448	16	299	62.9	1	probable fragment		
GFS_4523_132_23	576	S1_6	469	1.6e-129	425.4	3	456	117	567	96.6	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL103_UP_concoct_68_492_9	636	S1_8	443	1e-63	207.9	2	300	165	517	67.3	1	probable fragment		
GFS_6199_242_5	644	S1_8	443	2.8e-45	147.1	3	306	43	341	68.4	1	probable fragment		
GL51_Up_concoct_59_sub_237_4	474	S1_20	444	3.9e-183	601.6	2	438	28	470	98.2	1	high		
GL36_UP_metabinner_12_51_1	194	S1_14	426	1.5e-40	131.6	262	415	1	173	35.9	1	probable fragment		
GL137_UP_concoct_56_250_1	628	S1_8	443	6.6e-45	145.9	4	339	187	523	75.6	1	probable fragment		
GL85_UP_metabinner_48_847_1	438	S1_7	456	5.3e-84	275.0	42	445	1	399	88.4	1	low		
GL74_UP_concoct_21_236_15	237	S1_36	438	9e-90	293.8	194	432	2	234	54.3	1	probable fragment		
GFS_4032_913_1	396	S1_4	536	1.8e-111	365.8	147	520	7	389	69.6	1	high	3.1.6.1 	
GL88_UP_metabat_53_50_45	728	S1_4	536	1.5e-226	745.6	2	516	29	556	95.9	1	high	3.1.6.1 	
GFS_4384_1736_11	551	S1_28	445	1.5e-156	513.9	2	441	120	531	98.7	1	high		
GL106_DN_concoct_178_172_14	556	S1_8	443	5.6e-140	459.2	3	432	35	469	96.8	1	high	3.10.1.1 3.1.6.- 	
GL51_Up_metabinner_2_111_3	439	S1_62	414	2e-184	605.5	2	408	30	437	98.1	1	high		
GL140_5_concoct_206_35_1	475	S1_16	444	7.5e-93	303.8	3	432	26	457	96.6	1	high		
GL140_3_metabinner_40_88_15	519	S1_15	471	1.4e-185	610.0	3	467	34	516	98.5	1	high	3.1.6.4 	
GFS_5455_1079_2	472	S1_8	443	1.1e-156	514.2	2	426	35	469	95.7	1	high	3.10.1.1 3.1.6.- 	
GFS_895_92_6	665	S1_8	443	1.4e-51	167.9	2	331	16	374	74.3	1	probable fragment		
GL82_UP_concoct_14_224_3	442	S1_9	433	5.8e-147	482.0	1	427	18	438	98.4	1	high	3.1.6.- 	
GLR80_GL56_UP_1_concoct_19_22_1	523	S1_26	443	1.9e-36	118.4	157	431	101	376	61.9	1	probable fragment		
GL86_DN_metabat_16_sub_162_5	636	S1_22	433	9.1e-39	125.7	168	427	389	628	59.8	1	probable fragment		another fragment from 251 to 583 score 124.6
GFS_2600_70_17	520	S1_25	440	2.6e-158	520.0	3	433	25	455	97.7	1	high	3.1.6.- 	
GL72_UP_concoct_308_sub_1230_3	466	S1_32	423	9.5e-166	543.9	2	410	36	441	96.5	1	high		
GL139_UP_metabat_106_569_1	408	S1_8	443	1.3e-93	306.5	1	355	27	393	79.9	1	high	3.10.1.1 3.1.6.- 	
GFS_223_195_3	473	S1_25	440	2.1e-45	147.9	246	431	1	182	42.0	1	probable fragment		
GL124_DN_concoct_31_sub_49_2	481	S1_23	422	5.1e-147	482.5	2	416	60	473	98.1	1	high		
GL72_DN_concoct_184_237_4	445	S1_24	410	7.6e-129	422.7	2	406	30	417	98.5	1	high		
GFS_4032_851_11	341	S1_32	423	1.4e-103	339.1	97	415	1	328	75.2	1	high		
GL139_UP_metabinner_1_523_5	730	S1_53	474	1e-33	109.4	269	458	529	721	39.9	1	probable fragment		another fragment from 521 to 718 score 102.9
GFS_6317_1308_2	451	S1_61	451	3e-79	259.3	1	442	2	429	97.8	1	low		
GFS_4334_222_3	572	S1_8	443	1.1e-55	181.5	3	331	31	373	74.0	1	probable fragment		
338R_concoct_65_38_3	552	S1_4	536	1.5e-199	656.4	2	516	23	543	95.9	1	high	3.1.6.1 	
GL73_DN_metabat_76_301_11	444	S1_18	426	3.7e-161	528.9	2	410	39	438	95.8	1	high		
GL53_Up_metabinner_1_464_5	646	S1_19	430	1.5e-139	457.7	2	422	171	632	97.7	1	high	3.1.6.- 	
GL86_DN_concoct_6_sub_83_2	267	S1_7	456	1.4e-74	244.0	3	207	35	267	44.7	1	probable fragment		
GL130_UP_metabinner_7_sub_115_2	507	S1_27	454	4e-31	100.8	192	445	252	504	55.7	1	probable fragment		
GL94_UP_concoct_254_89_2	502	S1_8	443	1.4e-133	438.2	2	427	11	464	95.9	1	high	3.10.1.1 3.1.6.- 	
GFS_11904_570_15	701	S1_25	440	3.8e-141	463.4	2	433	22	452	98.0	1	high	3.1.6.- 	
GL117_UP_concoct_174_738_1	238	S1_14	426	1.5e-70	230.4	183	420	1	234	55.6	1	probable fragment		
GL16_UP_concoct_40_sub_379_2	532	S1_29	405	2e-132	434.3	2	402	18	438	98.8	1	high		
GFS_5502_179_3	483	S1_28	445	1.4e-168	553.6	2	440	27	460	98.4	1	high		
GL52_DN_concoct_128_210_8	445	S1_16	444	9.5e-40	128.8	167	425	163	439	58.1	1	probable fragment		
GL74_UP_metabat_64_361_1	285	S1_24	410	1.6e-60	197.6	227	405	2	180	43.4	1	probable fragment		
GFS_2506_121_3	465	S1_16	444	4.3e-168	551.8	2	438	30	456	98.2	1	high		
GL140_3_concoct_225_sub_1501_2	441	S1_26	443	1.6e-69	227.4	2	434	23	431	97.5	1	low		
GFS_1762_178_4	541	S1_20	444	3.4e-81	265.6	2	307	10	304	68.7	1	probable fragment		
GFS_12086_330_1	344	S1_16	444	1.8e-133	437.7	2	336	14	343	75.2	1	high		
GL53_Down_metabinner_30_sub_518_1	610	S1_8	443	4.6e-131	429.9	2	429	12	445	96.4	1	high	3.10.1.1 3.1.6.- 	
339R_concoct_84_sub_1106_1	266	S1_15	471	5.5e-76	248.6	202	467	1	263	56.3	1	probable fragment		
GL140_2_concoct_333_212_1	897	S1_16	444	2.1e-41	134.3	154	427	411	691	61.5	1	probable fragment		
GL140_5_metabinner_6_118_11	673	S1_8	443	9.4e-55	178.4	2	331	35	379	74.3	1	probable fragment		
GL82_DN_metabat_42_sub_241_6	763	S1_4	536	5.6e-213	700.7	2	519	48	587	96.5	1	high	3.1.6.1 	
GFS_13877_1250_5	287	S1_7	456	4.6e-50	302.6	295	445	25	279	32.9	1	high	3.1.6.13 3.1.6.- 	fusion of 2 fragments from 25 to 117 score 139.5 and from 114 to 279 score 163.1
GL73_DN_concoct_207_sub_748_12	457	S1_0	499	6.3e-32	103.3	193	410	165	374	43.5	1	probable fragment		
GL72_DN_metabinner_12_114_21	636	S1_16	444	9.8e-132	432.0	2	440	36	459	98.6	1	high		
GFS_5943_406_1	458	S1_4	536	3.6e-164	539.7	2	426	29	456	79.1	1	high	3.1.6.1 	
GL53_Down_metabinner_30_sub_416_10	443	S1_21	416	2.4e-183	601.9	2	415	30	438	99.3	1	high		
GFS_11904_310_3	520	S1_25	440	1e-158	521.3	3	433	25	455	97.7	1	high	3.1.6.- 	
GL132_UP_concoct_180_655_5	503	S1_6	469	7.9e-138	452.7	2	458	40	487	97.2	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_13507_376_8	839	S1_7	456	2.5e-56	331.3	3	445	25	560	96.9	1	high	3.1.6.13 3.1.6.- 	fusion of 2 fragments from 336 to 560 score 183.8 fragment 2 from 25 to 249 score 147.5
GFS_1590_514_2	517	S1_8	443	5.2e-22	123.2	5	335	45	455	74.5	1	probable fragment		fusion of 2 fragments from 298 to 455 score 70.4 fragment 2 from 45 to 213 score 52.8
GL85_DN_concoct_3_89_9	407	S1_53	474	4.3e-32	104.0	269	451	186	368	38.4	1	probable fragment		
GL93_UP_concoct_237_sub_215_1	411	S1_8	443	8.5e-28	191.8	3	335	19	355	74.9	1	probable fragment		fusion of 2 fragments from 203 to 355 score 89.5 fragment 2 from 19 to 192 score 102.3
GL65_DN_metabat_42_sub_478_2	498	S1_8	443	6.1e-151	495.4	2	424	29	493	95.3	1	high	3.10.1.1 3.1.6.- 	
GL132_UP_concoct_56_761_4	442	S1_8	443	2e-35	114.7	3	355	59	415	79.5	1	probable fragment		
GL51_Up_concoct_59_sub_296_4	538	S1_7	456	1.2e-165	544.2	2	448	41	534	97.8	1	high	3.1.6.13 3.1.6.- 	
GFS_12838_143_10	466	S1_7	456	1.1e-170	560.8	4	446	1	460	96.9	1	high	3.1.6.13 3.1.6.- 	
