MAGs	Completeness	Contamination	sum_len	LengthNorm	LengthNorm2
GFS_9736	74.02	5.42	2712691	3466175.5576871117	3664808.1599567686
GFS_9740	89.3	2.71	2425720	2642758.1052631577	2716371.7805151176
GFS_975	84.68	1.77	621555	721012.6080538497	734004.4874822862
GFS_9775	98.73	1.08	3184414	3190542.214929606	3225376.278739998
GFS_9790	78.34	1.73	2426300	3043560.135307634	3097140.6688792445
GFS_9794	100	1.6	3120431	3070504.104	3120431
GFS_9806	71.77	9.5	3073356	3875417.5560819283	4282229.343736937
GFS_982	99.13	1.84	3059100	3029166.306869767	3085947.745384848
GFS_9826	72.99	5.99	7409797	9543704.835867928	10151797.506507741
GFS_9835	89.14	1.47	1167965	1290998.333520305	1310259.1429212475
GFS_9851	84.7	0.34	4284868	5041675.8545454545	5058876.033057851
GFS_9853	94.24	2.02	5238738	5446642.075976232	5558932.512733447
GFS_9857	73.58	2.4	2869216	3805864.115248709	3899450.9377548248
GFS_9863	86.55	0.42	4582638	5272548.723743501	5294786.828422877
GFS_9876	70.38	4.02	2982094	4066799.973287866	4237132.708155726
GFS_9887	73.34	8.61	2826125	3521673.8989637303	3853456.5039541856
GFS_9894	74.47	0.32	588211	787335.4703907614	789863.0320934604
GFS_9901	76.63	1.57	3351782	4305309.960328853	4373981.469398408
GFS_9929	89.19	3.53	4867882	5265215.568337258	5457878.68595134
GFS_995	78.7	5.45	1561568	1876064.2236340535	1984203.3036848793
GFS_9950	91.48	0.59	4443840	4829057.000437254	4857717.533887189
GFS_9957	92.86	1.14	4281720	4558376.472108551	4610941.201809175
GFS_9967	83.92	1.81	2678082	3133470.8243565303	3191232.125834128
GFS_9968	81.2	1.85	1824099	2204868.434113301	2246427.339901478
GL100_DN_concoct_188	83.55	0.77	1792666	2129099.3079593056	2145620.5864751646
GL100_DN_metabat_24_sub	70.56	6.96	2844785	3751116.729024943	4031724.77324263
GL100_DN_metabinner_4	75.44	5.58	3012271	3770130.273329799	3992936.10816543
GL100_UP_concoct_3_sub	71.05	5.49	2964977	3943982.776495426	4173085.1513019
GL100_UP_concoct_8	72.88	1.44	2820633	3814511.3677277723	3870242.864983535
GL102_DN_concoct_7	72.08	2.94	3081743	4149749.9386792453	4275448.113207547
GL102_DN_metabinner_13_sub	71.12	1.2	1107125	1538019.5444319458	1556699.9437570302
GL102_UP_concoct_98	74.83	4.24	2577805	3298818.7464920487	3444881.7319256985
GL102_UP_metabinner_1	100	3.39	3441020	3324369.422	3441020
GL103_DN_concoct_198	70.5	2.78	3732368	5146961.942695035	5294139.007092198
GL103_DN_concoct_203	93.78	2.35	5862495	6104421.377159309	6251327.575175943
GL103_DN_metabat_42	93.61	1.06	3842093	4060855.479329131	4104361.713492148
GL103_DN_metabat_67	99.96	1.34	2607601	2573688.62204882	2608644.4577831137
GL103_DN_metabinner_11	84.3	1.3	2850996	3337998.8754448397	3381964.412811388
GL103_UP_concoct_32	92.63	0.24	3563112	3837375.074166037	3846606.930799957
GL103_UP_concoct_68	81.58	0.87	4406440	5354380.941407207	5401372.885511154
GL104_DN_metabinner_1	100	0.27	2916317	2908442.9441	2916317
GL104_UP_metabat_28	82.8	0.07	3965623	4786047.178623188	4789399.758454107
GL106_DN_concoct_110	87.37	1.17	1633208	1847429.8573881192	1869300.6752890006
GL106_DN_concoct_178	97.48	0.5	4253281	4341418.337094788	4363234.509643003
GL106_DN_concoct_191	97.91	1.32	4183470	4216370.336022878	4272770.912062097
GL106_DN_concoct_198	76.96	3.96	4508458	5626199.406444906	5858183.471933472
GL106_DN_concoct_40	76.82	0.73	3637043	4699938.279224161	4734500.130174435
GL106_DN_concoct_74_sub	74.59	0.66	3154202	4200810.117710149	4228719.667515753
GL106_DN_concoct_81	89.88	2.47	4986309	5410711.134512684	5547740.320427237
GL106_DN_metabat_118	92.48	1.75	2549929	2709023.834883218	2757276.1678200695
GL106_DN_metabat_43	98.75	1.39	2715600	2711750.0354430377	2749974.6835443038
GL106_DN_metabat_7	73.09	1.97	2956585	3965440.245587631	4045129.2926528933
GL106_DN_metabat_82_sub	91.58	9.37	3019723	2988398.0726141077	3297360.777462328
GL106_DN_metabinner_15	84.59	7.32	3113127	3410859.5621231818	3680254.1671592384
GL106_UP_concoct_6_sub	73.53	4.5	2045394	2656536.474908201	2781713.58629131
GL106_UP_metabat_27	79.53	0.34	743886	932172.4979253111	935352.6970954356
GL106_UP_metabat_84_sub	76.87	8.15	3722706	4448166.334070508	4842859.3729673475
GL106_UP_metabat_85	99.61	2.31	2711180	2658921.5359903625	2721795.0005019577
GL106_UP_metabinner_3	92.62	0.1	3223482	3476850.0518246596	3480330.3822068665
GL106_UP_metabinner_5	93.73	0.55	755968	802101.9694868238	806537.928091326
GL109_DN_concoct_119	85.04	0.39	2720071	3186103.8606538093	3198578.316086547
GL109_DN_concoct_176	83.58	2.83	4058586	4718506.83919598	4855929.648241206
GL109_DN_concoct_84	73.11	2.81	3849512	5117413.093694433	5265369.9904253865
GL109_DN_metabat_10_sub	71.67	3.15	3851452	5204592.24501186	5373869.122366401
GL109_DN_metabat_33	70.39	1.04	660322	928334.4952408014	938090.63787469815
GL109_DN_metabinner_25_sub	84.35	4.93	2409902	2716175.25951393	2857026.674570243
GL109_DN_metabinner_3	92.15	0.36	2901279	3137096.468366793	3148430.8193163318
GL109_DN_metabinner_4	89.45	0.3	2601732	2899862.2738960315	2908588.0380100617
GL109_DN_metabinner_7	76.08	0.46	602666	788503.8596214511	792147.7392218717
GL11_Down_metabinner_1	78.67	1.2	2578032	3237696.21965171	3277020.465234524
GL11_UP_metabinner_1	93.91	7.7	3884383	3817788.84996273	4136282.6110105417
GL111_DN_concoct_133	76.34	0.8	3213775	4176139.376473671	4209817.919832329
GL111_DN_concoct_187	76.53	5.05	4929252	6115673.296746374	6440940.80752646
GL111_DN_concoct_63	84.86	2.21	4816249	5550094.15166156	5675523.2147065755
GL114_DN_concoct_123_sub	70.47	5.2	1692064	2276254.6785866325	2401112.5301546757
GL114_DN_concoct_132_sub	75.34	4.8	2279014	2879773.4642951954	3024972.1263604993
GL114_DN_concoct_147	99.16	6.93	5167948	4850553.855990319	5211726.502622025
GL114_DN_concoct_170	80.87	1.9	2546531	3089089.787312971	3148919.253122295
GL114_DN_concoct_30	89.41	2.81	4536069	4930774.478358126	5073335.197405213
GL114_DN_concoct_40	80.43	1.18	3509322	4311714.5348750455	4363200.29839612
GL114_DN_metabat_102	94.25	0.81	1421325	1495822.034482759	1508037.1352785148
GL114_DN_metabat_143_sub	77.99	6.09	2785704	3354346.2320810365	3571873.3170919353
GL114_DN_metabat_36	89.68	0.09	2384075	2656031.815900981	2658424.397859054
GL114_DN_metabat_60_sub	78.32	3.66	3819224	4697957.611848826	4876435.137895812
GL114_DN_metabinner_11	88.5	2.62	916547	1008512.3938983051	1035646.3276836158
GL114_DN_metabinner_19_sub	85.49	2.19	801058	916498.8066440519	937019.5344484735
GL114_DN_metabinner_22_sub	79.26	6.37	2627074	3103367.885692657	3314501.640171587
GL114_DN_metabinner_24	72.67	1.47	5577307	7562020.898720241	7674841.062336589
GL114_DN_metabinner_27_sub	84.51	3.17	2316942	2654709.4291799786	2741618.743343983
GL114_DN_metabinner_3	97.68	0.1	2975515	3043140.340909091	3046186.5274365274
GL114_DN_metabinner_41_sub	71.56	8.44	3208105	4104724.6198993847	4483098.099496925
GL114_DN_metabinner_8	86.14	0.88	1356464	1560862.6849315069	1574720.222892965
GL114_DN_metabinner_9	91.77	1.77	2892445	3096053.964803312	3151841.560422796
GL115_DN_concoct_111	89.28	1.62	2886790	3181030.468189964	3233411.7383512543
GL115_DN_concoct_119_sub	82.38	3.69	3958584	4627958.54624909	4805273.124544793
GL115_DN_concoct_120	79.59	5.79	3857593	4566199.730242493	4846831.260208569
GL115_DN_concoct_74	71.12	6.01	3254847	4301505.47708099	4576556.524184477
GL115_DN_metabinner_4	93.44	3.69	3430615	3535985.987264555	3671462.970890411
GL115_DN_metabinner_5_sub	73.31	3.24	5008303	6610331.445641794	6831677.806574819
GL115_UP_concoct_109	75.93	0.58	2334551	3056776.7736072694	3074609.508758066
GL115_UP_metabinner_16	71.52	8.49	1067511	1365882.7126677854	1492604.8657718122
GL115_UP_metabinner_3	86.46	2.59	3727958	4200097.024982651	4311771.91764978
GL115_UP_metabinner_4	92.2	4.86	3042988	3140020.3722342732	3300420.824295011
GL115_UP_metabinner_8	73.64	9.64	3989623	4895468.960890819	5417739.000543183
GL116_DN_concoct_233	73.38	0.56	4179649	5663999.680566912	5695896.702098665
GL116_DN_concoct_43_sub	70.85	1.23	3406290	4748613.455187015	4807748.764996472
GL116_DN_metabat_127	84.64	0.56	3897886	4579463.419659735	4605252.835538752
GL116_DN_metabat_24	87.03	3.71	802588	887983.4369757555	922196.9435826726
GL116_DN_metabat_50_sub	83.9	9.09	3250256	3521820.8934445768	3873964.243146603
GL116_DN_metabat_82_sub	94.46	2.68	3552610	3660173.6735125976	3760967.605335592
GL116_DN_metabinner_1	87.72	0.89	4750732	5367590.612403101	5415791.153670771
GL116_DN_metabinner_10	76.71	2.83	3364950	4262445.463433712	4386585.842784514
GL116_DN_metabinner_17_sub	73.31	0.68	565961	766760.9673987178	772010.639749011
GL116_DN_metabinner_2	91.23	2.73	2814403	3000734.186232599	3084953.414447002
GL116_DN_metabinner_37_sub	70.91	2.96	1072974	1468359.8499506416	1513149.0621915103
GL116_DN_metabinner_41	74.75	8.12	2882950	3543618.0066889636	3856789.297658863
GL116_DN_metabinner_44	74.02	6.53	915884	1156547.925965955	1237346.6630640368
GL116_DN_metabinner_6	92.81	2.51	4070414	4275667.071005279	4385749.380454692
GL116_DN_metabinner_9_sub	78.65	7.59	2118574	2489223.437253655	2693673.2358550536
GL116_UP_concoct_182	81.33	4.24	4171746	4911919.303578015	5129406.123201771
GL116_UP_concoct_28	73.76	6.18	2848872	3623660.127982646	3862353.5791757046
GL116_UP_concoct_39	89.3	7.48	13597543	14087846.342217244	15226811.870100783
GL116_UP_metabinner_4	83.31	5.62	2513183	2847127.734245588	3016664.265994478
GL117_DN_concoct_115	73.89	3.74	2273224	2961436.4899174445	3076497.496278251
GL117_DN_concoct_140	72.58	2.24	4713526	6348777.924497106	6494249.104436483
GL117_DN_concoct_150	70.54	3.35	2054362	2814772.998298837	2912336.2631131266
GL117_DN_concoct_4	76.6	3.06	2399896	3037152.979634465	3133023.498694517
GL117_DN_concoct_40	71.26	2.82	4431695	6043672.749087847	6219049.957900645
GL117_DN_concoct_61	95.26	0.22	4093004	4287213.301700609	4296665.966827629
GL117_DN_metabinner_1	98.9	0.09	3647781	3685033.3641051566	3688352.8816986857
GL117_DN_metabinner_7	72.24	5.4	2745530	3595336.9047619053	3800567.552602437
GL117_UP_concoct_13	83.29	0.54	5737870	6851825.551686877	6889026.29367271
GL117_UP_concoct_174	73.75	5.49	3846926	4929803.067932203	5216170.847457627
GL117_UP_concoct_184_sub	84.5	1.2	600417	702026.0307692308	710552.6627218935
GL117_UP_concoct_2_sub	71.42	6.1	2598653	3416599.225707085	3638550.8260991317
GL117_UP_concoct_203	93.75	6.9	6892648	6844858.973866667	7352157.866666666
GL117_UP_concoct_205_sub	71.65	1.54	2621663	3602636.97110956	3658985.3454291695
GL117_UP_concoct_262_sub	70.57	5.33	3407322	4570939.120589486	4828286.807425252
GL117_UP_concoct_38	73.85	1.09	2147390	2876077.7914691945	2907772.5118483417
GL117_UP_concoct_61_sub	79.9	4.56	3180070	3798571.72465582	3980062.5782227786
GL117_UP_metabat_119	88.4	3.3	5839514	6387794.160633484	6605785.067873303
GL117_UP_metabat_65_sub	79.56	5.2	3639148	4336239.698340874	4574092.508798391
GL117_UP_metabat_70	94.83	3.53	6899627	7018949.875461351	7275785.089106822
GL117_UP_metabinner_1	95.4	0.16	3266233	3418246.359748427	3423724.31865828
GL117_UP_metabinner_13	93.27	1.91	1465771	1541519.0027876059	1571535.3275436903
GL117_UP_metabinner_18_sub	89.59	9.34	4782901	4840024.608326822	5338654.983815158
GL117_UP_metabinner_71	85.01	4.11	977858	1103009.1003411363	1150285.8487236795
GL117_UP_metabinner_9	85.9	4.75	3740069	4147166.149592549	4353980.209545983
GL119_DN_concoct_128_sub	81.29	4.79	5773096	6761673.885594783	7101852.62639931
GL119_DN_concoct_136	75.14	4.4	3765615	4790960.793186053	5011465.2648389675
GL119_DN_concoct_18	72.46	3.04	3982796	5329449.353574387	5496544.300303617
GL119_DN_concoct_185	94.23	4.62	7736587	7831005.710071103	8210322.614878489
GL119_DN_concoct_221_sub	71.07	1.43	5079027	7044318.156606164	7146513.296749684
GL119_DN_metabat_62	90.32	0.36	501793	553572.3485385297	555572.4092116918
GL119_DN_metabinner_10	87.06	5.34	3386295	3681905.406616127	3889610.61337009
GL119_DN_metabinner_2	87.37	0.01	3686843	4219382.3002174655	4219804.28064553
GL119_DN_metabinner_42	70.06	1.94	1390981	1946896.9006565802	1985413.9309163576
GL119_UP_concoct_106_sub	79.37	3.37	3761585	4579588.7432279205	4739303.263197682
GL119_UP_concoct_128	78.06	1.4	4049608	5115185.09864207	5187814.501665385
GL119_UP_concoct_148	71.82	9.46	3425942	4318919.363408522	4770178.223336118
GL119_UP_metabinner_5	74.79	1.68	2178143	2863417.833400187	2912345.2333199624
GL119_UP_metabinner_6	75.3	6.14	2123895	2647394.2191235065	2820577.6892430284
GL12_Down_metabinner_1	91.71	3.02	2091444	2211626.203467452	2280497.2194962385
GL12_Down_metabinner_5	71.32	2.68	1472468	2009262.2793045428	2064593.3819405497
GL12_DownB_concoct_31	82.08	3.99	2170568	2538940.468810916	2644454.1910331384
GL12_DownB_metabinner_4	90.48	0.87	3915798	4290153.135941644	4327805.039787798
GL12_Up_concoct_50_sub	71.5	2.88	2021617	2746006.196363636	2827436.3636363633
GL12_Up_metabinner_6	85.17	1.84	2278048	2625492.44663614	2674707.056475285
GL121_DN_concoct_22	80.06	0.52	3516966	4370069.668748439	4392912.815388459
GL121_DN_concoct_91	88.2	6.48	3759955	3986745.9365079366	4262987.528344671
GL121_DN_metabinner_5	76.46	0.7	2654857	3447911.3274914995	3472216.845409365
GL121_UP_concoct_83	75.32	7.2	3770403	4645424.832713755	5005845.724907064
GL121_UP_metabinner_1	88.18	4.11	2693661	2929180.6905193916	3054730.0975277834
GL122_DN_concoct_12_sub	75.11	3.78	2417203	3096568.6680868054	3218217.2813207293
GL122_DN_concoct_176_sub	72.43	6.16	2655354	3440265.3508214825	3666096.921165263
GL122_DN_concoct_198_sub	70.06	0.2	2751208	3919077.3394233515	3926931.2018270055
GL122_DN_concoct_46_sub	70.13	2.5	3295565	4581742.300014259	4699222.871809497
GL122_DN_metabat_127_sub	97.87	8.65	4871389	4546862.012363339	4977407.785838357
GL122_DN_metabat_140_sub	77.33	4.77	3985191	4907665.057933532	5153486.357170568
GL122_DN_metabat_25	94.47	0.97	8615114	9030959.451889489	9119417.804594051
GL122_DN_metabinner_12_sub	76.18	1.83	4534585	5843531.234576005	5952461.27592544
GL122_DN_metabinner_19_sub	78.65	5.63	3117618	3740745.208645899	3963913.5410044496
GL122_UP_concoct_118	76.12	0.3	2250791	2948027.6234892276	2956898.318444561
GL122_UP_concoct_132_sub	71.53	5.37	4559436	6031866.750733958	6374159.094086397
GL122_UP_concoct_153_sub	73.07	3.81	739875	973978.0518680718	1012556.4527165733
GL122_UP_concoct_154	86.61	3.22	3440969	3845017.663318323	3972946.541969749
GL122_UP_concoct_160	80.85	8.66	3230364	3649492.241929499	3995502.7829313544
GL122_UP_concoct_204	76.07	3.14	7269796	9256637.84093598	9556718.811620876
GL122_UP_concoct_49	91.29	0.64	5251861	5716123.441340783	5752942.271880819
GL122_UP_metabat_50	100	0.02	4672044	4671109.5912	4672044
GL122_UP_metabat_61_sub	76.5	2.09	2717187	3477644.1721568624	3551878.431372549
GL122_UP_metabat_70	87.54	0.67	3872131	4393634.592529129	4423270.50491204
GL122_UP_metabat_80	93.79	0.34	5132157	5453361.409745174	5471966.09446636
GL122_UP_metabinner_21_sub	79.83	2.02	781627	959336.2577978204	979114.3680320681
GL122_UP_metabinner_34_sub	79.88	3.15	5037870	6108133.569103656	6306797.696544818
GL122_UP_metabinner_4	93.68	2.06	5098022	5329849.217335611	5441953.458582408
GL122_UP_metabinner_5	90.05	0.19	3994170	4427075.043864519	4435502.498611882
GL124_DN_concoct_140	86.32	4.39	6300225	6978272.848123262	7298685.125115848
GL124_DN_concoct_180_sub	71.67	1.29	3020036	4159449.610157667	4213807.7298730295
GL124_DN_concoct_187	77.14	0.88	5270797	6772639.339382939	6832767.695099818
GL124_DN_concoct_3	79.29	2.66	4640842	5697308.113002901	5852997.855971749
GL124_DN_concoct_31_sub	78.38	2.3	3748523	4672501.876754274	4782499.362082164
GL124_DN_concoct_48_sub	70.61	3.44	3569496	4881327.485625265	5055227.304914318
GL124_DN_metabat_122_sub	72.51	2.81	5088547	6820519.692869948	7017717.556199145
GL124_DN_metabat_128	74.46	2.28	5499082	7216898.912704809	7385283.373623423
GL124_DN_metabat_147	84.22	5.61	2766399	3100455.96782237	3284729.280455949
GL124_DN_metabat_23	91.23	3.99	3373273	3550015.79228324	3697547.9557163212
GL124_DN_metabat_32_sub	71.76	8.64	3353587	4269561.152731326	4673337.51393534
GL124_DN_metabat_39_sub	89.36	1.54	2269328	2500425.6365264105	2539534.4673231873
GL124_DN_metabat_50_sub	96.06	1.77	2740358	2802262.818446804	2852756.6104518007
GL124_DN_metabat_88_sub	79.71	6.53	3093661	3627706.607326559	3881145.4020825494
GL124_DN_metabat_99	82.08	0.33	667694	810782.9066764134	813467.3489278753
GL124_DN_metabinner_1	84.74	1.25	2515783	2931715.497403824	2968825.820155771
GL124_DN_metabinner_10_sub	76.32	1.69	3689728	4752845.383647799	4834549.26624738
GL124_DN_metabinner_19	70.08	1.36	2227112	3134736.410958904	3177956.621004566
GL124_DN_metabinner_2	76.49	0.02	3998580	5226539.788207609	5227585.305268663
GL124_DN_metabinner_20	76.73	0.57	868578	1125540.343281637	1131992.70168122
GL124_DN_metabinner_24	93.57	7.57	4122083	4071862.046489259	4405346.799187774
GL124_DN_metabinner_25	83.86	8.72	5000507	5442955.866444074	5962922.728356785
GL124_DN_metabinner_3	97.33	0.64	5211478	5320173.164286448	5354441.590465426
GL124_DN_metabinner_32_sub	77.48	9.23	5643720	6611776.773360866	7284099.122354155
GL124_DN_metabinner_4	90.01	2.36	4384217	4755859.880902122	4870811.020997667
GL124_DN_metabinner_44	75.4	7.26	3349710	4120054.4482758613	4442586.206896551
GL124_DN_metabinner_8	88.99	1.74	3541881	3910835.2293516127	3980088.774019553
GL124_UP_concoct_118_sub	83.8	3.66	2348003	2699362.876133652	2801912.8878281624
GL124_UP_concoct_186	80.11	0.28	5408944	6732990.833603795	6751896.142803645
GL124_UP_concoct_188_sub	79.53	3.08	2355168	2870148.152395322	2961357.978121463
GL124_UP_concoct_207	89.59	3.57	8009686	8621207.95825427	8940379.506641367
GL124_UP_concoct_211	99.99	1.39	4446246	4384881.668766877	4446690.669066907
GL124_UP_concoct_213	78.29	0.57	4075969	5176569.136160429	5206244.731127857
GL124_UP_concoct_234	93.84	1.28	3458631	3638491.6061381074	3685668.158567775
GL124_UP_concoct_33	85.12	9.87	2607019	2760463.1399201127	3062757.2838345864
GL124_UP_concoct_38_sub	91.15	5.22	3542379	3683452.3490948984	3886318.1568842568
GL124_UP_concoct_69	77.06	1.32	3444694	4411139.422787438	4470145.341292499
GL124_UP_concoct_70_sub	77.1	4.87	2532042	3124165.4404669264	3284101.1673151753
GL124_UP_concoct_72	89.24	2.44	3695119	4039621.3541013007	4140653.294486778
GL124_UP_concoct_88	81.7	1.68	3718123	4474490.249204406	4550946.144430844
GL124_UP_metabat_123	89.74	1.35	2817708	3097469.2912859377	3139857.3657232006
GL124_UP_metabat_21	99.98	0.34	2830176	2821117.625125025	2830742.1484296857
GL124_UP_metabat_8_sub	87.18	6.87	9570187	10223348.420623995	10977502.86763019
GL124_UP_metabat_89	97.39	2.5	4376951	4381894.676044769	4494250.949789506
GL124_UP_metabinner_14_sub	71.22	2.76	3123672	4264895.609098569	4385947.767481045
GL124_UP_metabinner_16	81.37	0.22	869393	1066093.5669165538	1068444.1440334274
GL124_UP_metabinner_24_sub	74.45	6.96	3771020	4712635.336467427	5065171.255876427
GL124_UP_metabinner_39	89.46	0.64	2734856	3037506.0603621732	3057071.3167896266
GL127_UP_concoct_10	74.75	1.15	1462884	1934529.5438127092	1957035.4515050168
GL127_UP_concoct_103	81.41	2.05	5131209	6173712.339393196	6302922.245424395
GL127_UP_concoct_112_sub	78.57	1.4	3799914	4768633.325696831	4836342.115311188
GL127_UP_metabat_20_sub	78.73	1.07	2453110	3082512.0322621614	3115851.644862187
GL127_UP_metabinner_22	78.85	4.04	3360403	4089591.273050095	4261766.645529486
GL127_UP_metabinner_5	75.09	2.64	3164274	4102726.2836596086	4213975.229724331
GL13_Down_concoct_98	96.31	2.6	5397458	5458544.379607517	5604255.009863981
GL13_DownB_concoct_175	74.94	5.18	2935524	3714256.547638111	3917165.732586069
GL13_UpB_metabat_56_sub	72.66	3.13	3120305	4159977.2274979358	4294391.687310763
GL130_DN_concoct_4	84.47	3.35	2382125	2725611.237717533	2820084.053510122
GL130_UP_concoct_108_sub	85.42	2.82	5672392	6453325.387028798	6640590.0257550925
GL130_UP_metabat_84	84.47	0.02	2718018	3217088.192731147	3217731.7390789627
GL130_UP_metabinner_7_sub	70.93	2.22	2743973	3782682.6440152256	3868564.782179613
GL132_DN_concoct_102	72.23	7.07	2720611	3500296.0020766994	3766594.212930915
GL132_DN_concoct_114	70.86	1.51	2992783	4159740.3001693487	4223515.382444257
GL132_DN_concoct_262	86	3.37	5933431	6666830.6689534895	6899338.372093024
GL132_DN_metabinner_20	79.1	0.33	3074985	3874636.5986093553	3887465.233881163
GL132_UP_concoct_175	90.88	0.64	4995847	5462008.779929578	5497190.8010563385
GL132_UP_concoct_180	75.17	3.1	3713117	4786497.769056804	4939626.180657176
GL132_UP_concoct_56	75.65	2.08	4123400	5337254.831460673	5450627.89160608
GL132_UP_metabat_4_sub	76.45	7.02	3909630	4754969.226945716	5113969.914977109
GL133_DN_concoct_143	81.73	0.5	3513093	4276921.00208002	4298413.067417105
GL133_DN_concoct_61	82.14	2.33	4274808	5083035.029948868	5204295.105916727
GL133_DN_metabinner_11_sub	82.99	7.42	4412316	4922185.989637306	5316683.937823835
GL133_DN_metabinner_5	73.59	0.73	2750604	3710456.0277211578	3737741.5409702403
GL133_UP_concoct_191	86.98	2.05	3288374	3703106.8441020926	3780609.3354794206
GL133_UP_concoct_193	80.91	4.32	2424179	2866709.266098134	2996142.627610926
GL133_UP_concoct_53	80.4	0.43	6852131	8485904.025746267	8522550.995024875
GL133_UP_metabinner_6	76.9	4.96	1968473	2432817.606241872	2559782.8348504547
GL135_DN_concoct_129	73.97	1.7	2463561	3273868.4101662836	3330486.683790726
GL135_DN_metabat_53_sub	72.42	5.62	7980276	10400144.28169014	11019436.61971831
GL135_DN_metabinner_19	72.18	6.04	2178321	2835619.8553615953	3017901.0806317534
GL135_UP_concoct_100	89.54	2.02	3996879	4373623.011168193	4463791.601518874
GL135_UP_concoct_13	85.43	1.89	4744451	5448649.041437434	5553612.314175348
GL135_UP_concoct_162	98.65	0.18	3264670	3303389.350228078	3309346.1733400906
GL135_UP_concoct_228	81.09	0.3	2483396	3053330.6350968056	3062518.189665803
GL135_UP_concoct_231	78.44	0.43	3469579	4404206.795385008	4423226.670066292
GL135_UP_metabat_97_sub	70.99	4.09	3529433	4768388.773489224	4971732.638399775
GL137_UP_concoct_219	92.88	2.5	5281160	5543853.359173126	5686003.44530577
GL137_UP_concoct_28	70.76	0.87	4296442	6019026.221876766	6071851.328434143
GL137_UP_concoct_3	87.25	8.15	4045727	4259026.073925501	4636936.389684813
GL137_UP_concoct_56	87.26	4	6116233	6728837.588815035	7009205.821682328
GL137_UP_concoct_7	90.68	1.96	4107113	4440464.915306573	4529237.979708866
GL137_UP_concoct_73	79.79	2.06	3112850	3820936.570998872	3901303.4214813886
GL137_UP_concoct_75	75.53	3.63	2765953	3529126.050708328	3662058.784588905
GL137_UP_concoct_87	71.61	0.14	3773235	5261768.567239212	5269145.370758274
GL137_UP_metabat_84	88.8	7.13	3198799	3345410.6208333336	3602251.1261261264
GL139_DN_metabinner_2	73.24	4.37	2694096	3517700.716548335	3678448.935008193
GL139_UP_concoct_203_sub	70.46	0.24	3396919	4809489.631564009	4821060.175986376
GL139_UP_concoct_236_sub	71.6	5.69	5885770	7752611.294692739	8220349.1620111745
GL139_UP_concoct_52_sub	71.47	9.23	4895076	6216958.843150971	6849133.902336644
GL139_UP_concoct_95_sub	73.08	4.33	5253467	6877383.523399015	7188652.162014231
GL139_UP_metabat_106	79.8	2.83	4318933	5259031.57406015	5412196.741854637
GL139_UP_metabat_150	81.54	0.38	2408675	2942754.519254354	2953979.6418935494
GL139_UP_metabat_204	79.79	1.23	1991171	2464819.647449555	2495514.4754981827
GL139_UP_metabat_48	73.55	3.67	2113543	2768152.2391570364	2873613.8681169273
GL139_UP_metabat_62	80.9	0.53	1953099	2401418.5108776265	2414213.844252163
GL139_UP_metabinner_1	86.7	2.07	6856934	7745092.809919262	7908805.0749711655
GL139_UP_metabinner_10	78.41	1.51	1852196	2326524.474429282	2362193.5977553884
GL139_UP_metabinner_14	86.39	1.22	2715762	3105254.8947794884	3143606.8989466373
GL139_UP_metabinner_2_sub	90.54	1.48	3547330	3859984.0026507615	3917969.9580296
GL139_UP_metabinner_22_sub	71.57	3.64	4420790	5952037.507335477	6176875.785943832
GL139_UP_metabinner_4	83.15	0.57	3255823	3893282.993265183	3915601.924233313
GL139_UP_metabinner_6	79.34	1.21	2853391	3552892.574867658	3596409.125283589
GL139_UP_metabinner_7_sub	83.77	1.22	3088160	3641499.878238033	3686474.8716724366
GL139_UP_metabinner_9	71.84	0.51	2012587	2787197.6702394206	2801485.244988864
GL14_Down_concoct_38	81.55	3.96	4830577	5688885.531330472	5923454.322501533
GL14_Down_metabat_54	89.53	3.47	3001602	3236285.502736513	3352621.46766447
GL14_Up_metabinner_14_sub	74.03	7.07	2888479	3625913.190193165	3901768.2020802377
GL140_1_concoct_120	75.38	2.5	2828929	3659068.4200053066	3752890.68718493
GL140_1_concoct_122	100	0.57	2934964	2918234.7051999997	2934964
GL140_1_concoct_178_sub	81.98	1.81	3931700	4709119.577945841	4795925.835569651
GL140_1_concoct_209	76.08	2.43	2798925	3589525.660488959	3678923.501577287
GL140_1_concoct_229	73.84	0.56	2460080	3312978.808234019	3331635.9696641387
GL140_1_concoct_253_sub	71.57	2.67	4726002	6427019.346933074	6603328.210143916
GL140_1_concoct_263	97.94	1.26	3706885	3737163.823769655	3784852.9712068615
GL140_1_concoct_273_sub	79.82	0.71	2162316	2689756.397394137	2708990.2280130293
GL140_1_concoct_88_sub	78.23	0.25	3514151	4480845.7401252715	4492075.929950147
GL140_1_metabat_118	97.21	7.08	5251059	5019323.138360252	5401768.336590886
GL140_1_metabat_162	93.77	2.09	4282544	4471620.80665458	4567072.624506772
GL140_1_metabat_52	92.17	1.26	3869445	4145264.178149073	4198161.006835196
GL140_1_metabinner_10	96.58	1.01	4936042	5059213.062538829	5110832.470490785
GL140_1_metabinner_102	70.47	0.3	2867824	4057358.4901376474	4069567.1917127855
GL140_1_metabinner_16	87.84	0.49	3501835	3967071.958674863	3986606.3296903456
GL140_1_metabinner_31_sub	82.37	4.51	4257954	4936166.413257253	5169301.930314435
GL140_1_metabinner_32	81.57	0.09	3799322	4653552.298884394	4657744.268726247
GL140_1_metabinner_34_sub	85.93	1.36	3725438	4276471.596881181	4335433.492377516
