protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GL74_UP_metabat_107_sub_68_2	533	S1_13	476	2.9e-216	711.3	1	473	29	527	99.2	1	high		
GL117_UP_concoct_203_352_2	460	S1_16	444	1.5e-168	553.3	1	430	23	456	96.6	1	high		
GFS_5845_721_2	483	S1_28	445	4.1e-170	558.6	3	442	28	457	98.7	1	high		
GL117_UP_metabat_70_122_1	162	S1_4	536	1.2e-67	221.2	2	144	23	162	26.5	1	probable fragment		
GFS_1605_531_10	619	S1_8	443	3e-144	473.3	2	432	25	447	97.1	1	high	3.10.1.1 3.1.6.- 	
GL51_DN_metabinner_8_186_5	114	S1_26	443	5.1e-31	100.4	339	441	2	103	23.0	1	probable fragment		
GL74_DN_concoct_244_82_7	460	S1_25	440	4.1e-171	562.2	2	434	31	458	98.2	1	high	3.1.6.- 	
GL32_UP_metabinner_48_sub_748_4	220	S1_20	444	8.9e-72	234.6	235	438	1	212	45.7	1	probable fragment		
GL16_UP_concoct_134_246_5	427	S1_21	416	7.2e-144	471.9	2	413	24	423	98.8	1	high		
GL72_UP_concoct_20_227_13	471	S1_8	443	2.2e-141	463.9	2	430	25	454	96.6	1	high	3.10.1.1 3.1.6.- 	
GL36_UP_metabinner_12_356_3	154	S3	508	2.2e-57	187.3	147	294	1	152	28.9	1	probable fragment		
GFS_14120_47_3	565	S1_4	536	7.6e-189	621.1	3	512	24	560	95.0	1	high	3.1.6.1 	
GFS_5823_80_12	441	S1_14	426	1.4e-144	474.3	2	416	29	431	97.2	1	high		
GL5_Up_concoct_179_131_5	476	S1_28	445	9e-159	521.3	2	440	26	450	98.4	1	high		
GL73_DN_metabat_110_sub_578_5	457	S1_19	430	2.5e-168	552.5	2	419	27	441	97.0	1	high	3.1.6.- 	
GL73_DN_concoct_173_sub_511_1	418	S1_19	430	1.9e-144	473.8	10	412	1	392	93.5	1	high	3.1.6.- 	
GFS_11902_1187_1	400	S1_25	440	2.9e-150	493.4	2	382	23	400	86.4	1	high	3.1.6.- 	
GFS_5712_41_1	390	S1_15	471	1e-108	356.6	99	467	1	387	78.1	1	high	3.1.6.4 	
GFS_12854_143_8	538	S1_17	425	1.1e-167	550.5	2	412	60	493	96.5	1	high	3.1.6.- 	
GL53_Down_metabinner_94_sub_172_1	445	S1_18	426	1.8e-197	648.6	2	423	2	437	98.8	1	high		
GFS_12867_45_26	538	S1_20	444	3.5e-150	493.0	2	434	68	495	97.3	1	high		
337R_metabinner_31_161_15	557	S1_4	536	8.6e-166	545.0	2	509	36	537	94.6	1	high	3.1.6.1 	
GL47_Down_concoct_39_503_3	151	S1_15	471	5.4e-43	139.9	320	466	1	142	31.0	1	probable fragment		
GL85_UP_concoct_105_sub_384_11	516	S1_12	481	2.3e-225	741.3	2	480	3	485	99.4	1	high	3.1.6.6 3.1.6.- 	
GFS_5712_652_3	396	S1_7	456	6.4e-111	363.8	100	448	1	390	76.3	1	high	3.1.6.13 3.1.6.- 	
GFS_12908_576_14	632	S3	508	5.2e-222	730.3	7	505	2	501	98.0	1	high	3.1.6.- 3.1.6.19 	
GL119_DN_concoct_185_21_3	472	S1_36	438	1.3e-189	622.8	2	432	30	470	98.2	1	high		
GFS_5712_600_1	195	S1_14	426	1.7e-70	230.3	2	153	29	195	35.4	1	probable fragment		
GFS_5523_360_1	544	S1_16	444	2.6e-147	483.3	45	438	2	409	88.5	1	high		
GFS_7207_1085_2	357	S1_15	471	2.3e-139	457.6	2	306	35	357	64.5	1	high	3.1.6.4 	
GFS_7177_888_8	528	S1_14	426	2.6e-176	578.9	2	419	71	490	97.9	1	high		
GFS_13877_1446_4	551	S1_7	456	5.8e-149	489.2	3	446	82	511	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_5321_217_14	588	S1_17	425	7.9e-161	527.9	3	421	30	442	98.4	1	high	3.1.6.- 	
GL53_Down_metabinner_17_34_23	500	S1_16	444	8.2e-171	560.8	2	434	29	498	97.3	1	high		
GL130_UP_metabinner_7_sub_377_1	459	S1_6	469	2.2e-123	405.1	2	407	62	458	86.4	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL73_DN_metabat_110_sub_578_2	209	S1_15	471	2.3e-54	177.4	2	107	22	127	22.3	1	probable fragment		
GL53_Down_metabinner_94_sub_268_4	641	S3	508	2.5e-213	701.7	8	504	3	507	97.6	1	high	3.1.6.- 3.1.6.19 	
GFS_7524_126_1	325	S1_4	536	3.2e-84	275.8	4	260	66	311	47.8	1	probable fragment		
GL124_DN_metabinner_32_sub_914_8	474	S1_14	426	2.7e-189	621.7	2	422	27	458	98.6	1	high		
GFS_10507_121_8	518	S1_64	483	2.5e-151	497.5	1	482	16	514	99.6	1	high		
GFS_13068_842_1	317	S1_16	444	1e-93	306.6	163	438	1	285	61.9	1	high		
GFS_7929_218_1	337	S1_4	536	4.7e-104	341.3	207	513	1	321	57.1	1	high	3.1.6.1 	
GFS_13068_1663_7	538	S1_11	498	7.1e-191	627.7	6	486	21	495	96.4	1	high	3.1.6.11 3.1.6.14 	
336R_metabat_339_sub_307_6	550	S1_4	536	2.3e-199	655.8	3	514	17	534	95.3	1	high	3.1.6.1 	
GFS_4374_128_1	491	S1_12	481	2.8e-223	734.5	16	481	2	468	96.7	1	high	3.1.6.6 3.1.6.- 	
GL124_DN_metabat_122_sub_174_3	484	S1_8	443	1.6e-151	497.3	2	431	36	469	96.8	1	high	3.10.1.1 3.1.6.- 	
GFS_12766_36_1	268	S1_15	471	1.1e-88	290.5	214	468	1	261	53.9	1	probable fragment		
GL5_Up_concoct_179_540_6	529	S1_11	498	1.5e-214	705.8	5	489	24	507	97.2	1	high	3.1.6.11 3.1.6.14 	
GL49_Down_concoct_154_201_6	659	S1_13	476	1.3e-131	432.2	2	460	26	460	96.2	1	high		
GL51_DN_concoct_123_1098_1	622	S1_8	443	4e-135	443.3	2	430	10	445	96.6	1	high	3.10.1.1 3.1.6.- 	
GFS_11400_78_31	547	S1_4	536	3.2e-190	625.7	2	513	24	531	95.3	1	high	3.1.6.1 	
GFS_3651_5_1	474	S1_14	426	8.5e-188	616.7	3	422	24	460	98.4	1	high		
GFS_13091_301_1	321	S1_18	426	2.6e-155	509.7	2	311	2	321	72.5	1	high		
GFS_4931_182_2	610	S3	508	1.8e-230	758.2	27	505	3	481	94.1	1	high	3.1.6.- 3.1.6.19 	
GFS_5507_876_4	481	S1_14	426	2.3e-172	565.9	2	422	51	473	98.6	1	high		
GL139_UP_metabat_150_122_5	471	S1_36	438	3.7e-200	657.6	2	435	10	467	98.9	1	high		
GFS_3381_76_6	535	S1_7	456	1.8e-153	504.0	2	447	64	499	97.6	1	high	3.1.6.13 3.1.6.- 	
GL117_UP_metabat_119_168_15	456	S1_7	456	3.9e-139	456.8	2	444	16	449	96.9	1	high	3.1.6.13 3.1.6.- 	
GL73_DN_concoct_61_1108_2	604	S1_17	425	2.4e-159	523.0	2	419	44	455	98.1	1	high	3.1.6.- 	
GL34_DN_concoct_1_285_6	162	S1_15	471	1.4e-44	145.1	3	92	28	118	18.9	1	probable fragment		
GL117_UP_metabat_119_369_1	409	S1_24	410	9.3e-139	455.3	2	374	18	408	90.7	1	high		
GL140_2_concoct_320_146_1	442	S1_37	447	7e-191	627.3	2	436	3	442	97.1	1	high		
GL140_5_metabinner_64_73_6	164	S1_34	450	2e-55	180.7	319	447	1	129	28.4	1	probable fragment		
GFS_12636_72_3	760	S1_4	536	7.7e-205	673.9	2	522	30	565	97.0	1	high	3.1.6.1 	
GFS_4002_270_11	212	S1_15	471	5.8e-88	288.1	2	177	24	195	37.2	1	probable fragment		
GFS_2771_243_4	487	S1_20	444	1e-167	550.8	2	437	22	472	98.0	1	high		
GFS_2221_1096_4	442	S1_11	498	2.2e-203	669.0	5	434	18	442	86.1	1	high	3.1.6.11 3.1.6.14 	
GL98_DN_concoct_155_326_1	492	S1_49	485	3.8e-223	734.1	2	481	10	488	98.8	1	high		
GL47_Down_concoct_66_1004_2	456	S1_24	410	3e-162	532.7	2	405	23	421	98.3	1	high		
GL93_DN_metabinner_11_sub_718_4	435	S1_18	426	5.6e-197	647.0	2	419	2	420	97.9	1	high		
GL73_DN_concoct_218_sub_531_1	437	S1_0	499	8e-157	515.3	4	411	5	420	81.6	1	high	3.1.-.- 	
GL73_DN_metabat_76_146_4	293	S1_8	443	1.6e-68	223.7	232	433	1	210	45.4	1	probable fragment		
GL80_DN_concoct_136_sub_434_2	518	S1_7	456	3.9e-187	615.0	2	450	35	512	98.2	1	high	3.1.6.13 3.1.6.- 	
GL140_5_concoct_333_sub_239_1	339	S1_20	444	2.5e-132	434.2	3	322	5	317	71.8	1	high		
GL28_DN_metabat_107_sub_343_2	564	S1_8	443	8.1e-133	435.6	2	435	62	528	97.7	1	high	3.10.1.1 3.1.6.- 	
GL97_DN_metabinner_14_sub_388_3	461	S1_14	426	2.8e-181	595.2	2	415	26	453	96.9	1	high		
GL73_DN_concoct_61_911_3	489	S1_8	443	2e-131	431.0	2	433	19	470	97.3	1	high	3.10.1.1 3.1.6.- 	
GL61_DN_metabinner_47_sub_286_1	490	S1_12	481	1.5e-226	745.2	2	480	3	479	99.4	1	high	3.1.6.6 3.1.6.- 	
GFS_7164_212_3	549	S1_7	456	8.1e-162	531.6	2	450	20	476	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_7929_463_5	201	S1_7	456	2.4e-57	187.2	289	448	1	177	34.9	1	probable fragment		
GFS_5845_848_9	335	S1_11	498	2.2e-51	508.7	5	354	19	334	70.1	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 249 to 334 score 167.6 fragment 2 from 19 to 245 score 341.1
GL73_DN_concoct_173_sub_1165_4	534	S1_4	536	1.8e-151	497.8	1	505	19	514	94.0	1	high	3.1.6.1 	
340R_metabinner_40_20_1	508	S1_12	481	9.6e-226	742.6	2	480	3	482	99.4	1	high	3.1.6.6 3.1.6.- 	
GL106_DN_concoct_81_647_11	452	S1_26	443	1.9e-145	477.6	2	440	2	435	98.9	1	high		
GL32_UP_metabinner_48_sub_562_4	368	S1_17	425	3.4e-133	436.8	86	415	1	339	77.4	1	high	3.1.6.- 	
GL51_Up_metabinner_2_17_6	506	S1_15	471	1.4e-177	583.6	3	469	22	482	98.9	1	high	3.1.6.4 	
GL44_UP_concoct_113_532_5	495	S1_27	454	4.1e-167	549.1	2	453	37	472	99.3	1	high	3.1.6.12 3.1.6.- 	
GFS_11895_273_1	602	S1_66	455	5.9e-242	795.5	3	454	10	461	99.1	1	high		
GFS_4656_302_2	503	S1_17	425	1.3e-170	560.1	2	415	52	484	97.2	1	high	3.1.6.- 	
GFS_3877_51_61	511	S1_11	498	3.2e-215	708.1	5	481	15	509	95.6	1	high	3.1.6.11 3.1.6.14 	
GL74_UP_metabat_188_sub_245_2	512	S1_68	505	1.6e-248	817.9	1	500	3	503	98.8	1	high		
GL140_5_metabinner_35_sub_289_1	284	S1_75	447	1.2e-34	111.9	351	445	1	95	21.0	1	probable fragment		
GL124_DN_metabinner_44_286_2	592	S1_4	536	1.1e-167	551.3	3	517	67	578	95.9	1	high	3.1.6.1 	
GFS_4809_356_5	505	S1_12	481	8.6e-230	755.9	2	480	4	480	99.4	1	high	3.1.6.6 3.1.6.- 	
GL53_Down_concoct_97_1049_1	145	S1_7	456	3e-35	114.3	334	444	1	106	24.1	1	probable fragment		
GFS_12867_489_1	374	S1_15	471	1.6e-149	491.1	2	316	24	358	66.7	1	high	3.1.6.4 	
GFS_5510_662_3	511	S1_27	454	1e-147	485.1	2	448	30	475	98.2	1	high	3.1.6.12 3.1.6.- 	
GFS_3381_43_54	529	S1_15	471	4.5e-164	539.1	2	468	28	504	98.9	1	high	3.1.6.4 	
GL127_UP_concoct_112_sub_202_5	665	S1_4	536	1.1e-211	696.5	2	519	80	623	96.5	1	high	3.1.6.1 	
GFS_5507_611_2	615	S1_17	425	9.1e-186	610.0	2	420	46	489	98.4	1	high	3.1.6.- 	
GL72_DN_metabinner_2_123_29	498	S1_64	483	8.5e-210	690.3	1	483	3	492	99.8	1	high		
GL72_UP_concoct_107_612_9	583	S1_17	425	3.2e-167	548.9	2	410	133	556	96.0	1	high	3.1.6.- 	
338R_concoct_65_582_3	500	S1_15	471	3e-158	519.9	2	467	19	495	98.7	1	high	3.1.6.4 	
GL140_5_concoct_333_sub_946_2	239	S1_14	426	4.4e-65	212.4	207	418	2	212	49.5	1	probable fragment		
GL65_UP_concoct_192_sub_921_1	615	S1_16	444	1.3e-152	500.8	2	437	60	519	98.0	1	high		
GFS_2489_387_12	480	S1_14	426	1.3e-184	606.2	2	421	34	467	98.4	1	high		
GFS_12895_458_2	546	S1_4	536	6e-187	614.8	2	521	22	530	96.8	1	high	3.1.6.1 	
GFS_3651_81_7	240	S1_7	456	8.5e-55	178.7	284	449	1	167	36.2	1	probable fragment		
GFS_4627_632_1	514	S1_35	462	8e-250	821.5	2	461	31	505	99.4	1	high		
GFS_9179_327_3	541	S1_29	405	7.9e-125	409.3	2	401	19	437	98.5	1	high		
338R_metabinner_10_85_14	515	S1_0	499	8.4e-195	640.6	3	497	3	500	99.0	1	high	3.1.-.- 	
GFS_9967_129_2	656	S3	508	1.9e-217	715.3	5	504	30	529	98.2	1	high	3.1.6.- 3.1.6.19 	
GFS_11606_726_3	587	S1_4	536	5.8e-180	591.8	2	516	26	544	95.9	1	high	3.1.6.1 	
GFS_12412_50_3	415	S1_11	498	5.1e-188	618.3	84	485	1	408	80.5	1	high	3.1.6.11 3.1.6.14 	
GL49_UP_concoct_72_278_7	357	S1_25	440	1.6e-125	411.9	106	435	4	332	74.8	1	high	3.1.6.- 	
GL132_DN_metabinner_20_272_1	587	S1_17	425	1.7e-174	572.9	3	421	28	477	98.4	1	high	3.1.6.- 	
GL75_DN_concoct_31_568_4	502	S1_4	536	1.4e-187	616.9	9	511	1	498	93.7	1	high	3.1.6.1 	
GL106_DN_concoct_178_102_8	491	S1_14	426	7.6e-160	524.6	2	420	28	469	98.1	1	high		
GFS_5294_262_2	470	S1_7	456	2.5e-138	454.1	2	450	24	459	98.2	1	high	3.1.6.13 3.1.6.- 	
GL97_DN_concoct_74_sub_319_4	618	S1_16	444	4.5e-144	472.6	2	438	21	439	98.2	1	high		
GL94_UP_concoct_84_446_8	539	S1_24	410	9.4e-128	419.1	2	404	40	428	98.0	1	high		
GL49_Down_concoct_154_67_9	481	S1_27	454	1e-165	544.5	3	453	25	454	99.1	1	high	3.1.6.12 3.1.6.- 	
GFS_13068_1930_1	380	S1_28	445	9.6e-161	527.8	2	358	17	379	80.0	1	high		
GL74_DN_metabinner_5_229_3	585	S1_4	536	1.5e-188	620.1	3	514	57	576	95.3	1	high	3.1.6.1 	
GFS_4032_449_1	484	S1_7	456	2.6e-148	487.0	2	446	26	468	97.4	1	high	3.1.6.13 3.1.6.- 	
GL72_UP_concoct_294_1163_1	484	S1_16	444	1.7e-151	497.1	2	439	25	443	98.4	1	high		
GL80_DN_concoct_136_sub_496_1	271	S1_4	536	3.2e-100	328.6	2	227	40	270	42.0	1	high	3.1.6.1 	
GL72_UP_concoct_135_sub_382_2	271	S1_4	536	1.6e-106	349.4	2	253	26	271	46.8	1	high	3.1.6.1 	
GL28_DN_metabinner_1_55_13	520	S1_7	456	7.9e-143	468.9	2	443	37	475	96.7	1	high	3.1.6.13 3.1.6.- 	
GFS_5294_802_1	153	S1_15	471	4.7e-42	136.8	319	467	1	150	31.4	1	probable fragment		
GFS_12016_570_8	166	S1_16	444	1.2e-54	177.9	2	124	26	154	27.5	1	probable fragment		
GLR81_GL56_UP_2_concoct_72_140_1	358	S1_8	443	3.1e-95	311.8	135	432	26	323	67.0	1	high	3.10.1.1 3.1.6.- 	
GL82_DN_concoct_65_32_1	456	S3	508	7.2e-193	634.2	9	457	3	456	88.2	1	high	3.1.6.- 3.1.6.19 	
GL53_Down_metabinner_64_801_1	387	S1_4	536	1.1e-146	481.9	2	349	29	386	64.7	1	high	3.1.6.1 	
GL48_UP_concoct_98_962_2	201	S1_27	454	4.1e-49	160.1	291	452	11	173	35.5	1	probable fragment		
GL140_1_concoct_253_sub_534_2	485	S1_13	476	6.3e-191	627.8	2	372	91	484	77.7	1	high		
GL117_UP_concoct_203_39_16	474	S1_28	445	1.5e-187	616.1	2	440	22	467	98.4	1	high		
GFS_5441_89_1	355	S1_8	443	1.6e-86	283.1	129	433	3	348	68.6	1	probable fragment		
GL72_UP_concoct_117_147_2	161	S1_11	498	1.3e-55	181.6	346	488	1	144	28.5	1	probable fragment		
GFS_3960_669_1	453	S1_15	471	1.2e-178	587.2	39	467	1	446	90.9	1	high	3.1.6.4 	
GL80_DN_concoct_136_sub_989_1	76	S1_15	471	5.3e-33	106.9	3	59	21	76	11.9	1	probable fragment		
GL92_UP_concoct_44_sub_180_2	635	S3	508	7.5e-219	719.9	9	505	3	503	97.6	1	high	3.1.6.- 3.1.6.19 	
GL117_UP_metabat_70_58_18	538	S1_4	536	2.2e-157	517.2	1	507	25	521	94.4	1	high	3.1.6.1 	
GFS_12524_498_3	731	S1_23	422	9.9e-138	451.9	2	419	28	437	98.8	1	high		
GL51_Up_metabinner_2_221_35	472	S1_19	430	2.7e-173	568.8	2	424	30	461	98.1	1	high	3.1.6.- 	
GFS_5321_187_11	486	S1_27	454	2e-159	523.7	2	452	20	455	99.1	1	high	3.1.6.12 3.1.6.- 	
GFS_11733_175_7	490	S1_0	499	2.5e-142	467.5	5	493	2	464	97.8	1	high	3.1.-.- 	
GL73_DN_concoct_131_937_1	118	S1_7	456	9.8e-32	102.7	3	96	24	118	20.4	1	probable fragment		
GL73_DN_concoct_13_sub_580_1	339	S1_26	443	2.4e-107	352.0	2	307	30	339	68.8	1	high		
GL127_UP_concoct_103_460_4	280	S1_15	471	3e-90	295.7	197	468	1	278	57.5	1	probable fragment		
GL28_DN_concoct_152_833_11	621	S1_8	443	7.4e-146	478.6	2	431	25	446	96.8	1	high	3.10.1.1 3.1.6.- 	
GFS_3520_565_7	557	S1_4	536	1.2e-190	627.0	2	517	20	524	96.1	1	high	3.1.6.1 	
GFS_5294_529_1	668	S1_7	456	2.1e-146	480.7	3	450	34	486	98.0	1	high	3.1.6.13 3.1.6.- 	
GL140_1_metabat_118_229_26	441	S1_18	426	5e-209	686.7	2	423	8	433	98.8	1	high		
GFS_2771_471_1	387	S1_7	456	3.7e-129	423.9	3	371	25	386	80.7	1	high	3.1.6.13 3.1.6.- 	
GL82_DN_metabat_121_sub_203_16	512	S1_58	502	2.4e-252	830.6	2	496	8	501	98.4	1	high		
GFS_5889_1170_5	500	S1_16	444	1.1e-156	514.2	2	436	29	487	97.7	1	high		
GL121_UP_concoct_83_483_2	479	S1_27	454	1.6e-165	543.8	2	453	22	452	99.3	1	high	3.1.6.12 3.1.6.- 	
GFS_7630_59_4	509	S1_12	481	1.2e-224	738.9	2	480	3	481	99.4	1	high	3.1.6.6 3.1.6.- 	
GL74_DN_concoct_278_36_14	385	S1_8	443	1.1e-80	263.8	126	433	20	349	69.3	1	probable fragment		
GFS_2506_157_2	563	S1_24	410	1.7e-120	395.2	2	404	27	449	98.0	1	high		
GFS_10859_149_19	522	S1_68	505	2.2e-240	791.1	1	505	2	518	99.8	1	high		
GL140_5_metabinner_35_sub_287_15	193	S1_46	459	4.4e-56	182.7	288	456	7	177	36.6	1	probable fragment		
GFS_2111_16_1	269	S1_11	498	4.8e-112	367.7	238	484	15	260	49.4	1	high	3.1.6.11 3.1.6.14 	
GFS_4002_598_2	463	S1_21	416	9.1e-172	563.8	2	415	27	452	99.3	1	high		
GL119_DN_concoct_221_sub_1236_2	472	S1_8	443	8.1e-137	448.8	2	423	19	461	95.0	1	high	3.10.1.1 3.1.6.- 	
338R_concoct_65_388_1	237	S1_22	433	3.5e-70	229.2	213	426	4	217	49.2	1	probable fragment		
GL74_DN_concoct_89_339_1	391	S1_0	499	5.7e-105	344.3	97	493	1	373	79.4	1	high	3.1.-.- 	
GL139_UP_metabat_106_722_1	342	S1_28	445	3.1e-133	437.1	2	317	27	342	70.8	1	high		
GL139_DN_metabinner_2_233_4	484	S1_7	456	3.4e-122	400.9	3	447	22	474	97.4	1	high	3.1.6.13 3.1.6.- 	
GL94_UP_metabinner_55_sub_334_3	505	S1_12	481	1e-242	798.6	2	481	4	483	99.6	1	high	3.1.6.6 3.1.6.- 	
GFS_12560_76_10	527	S1_8	443	7.2e-121	396.3	2	434	26	488	97.5	1	high	3.10.1.1 3.1.6.- 	
GL93_UP_metabat_23_407_3	499	S1_16	444	4.3e-164	538.6	2	433	46	483	97.1	1	high		
GL140_5_metabinner_64_14_7	522	S1_15	471	2.8e-152	500.2	2	468	31	516	98.9	1	high	3.1.6.4 	
GFS_4118_6_17	491	S1_8	443	3e-134	440.3	2	433	32	473	97.3	1	high	3.10.1.1 3.1.6.- 	
GL58_Down_concoct_163_159_8	755	S1_4	536	2e-210	692.3	2	518	31	564	96.3	1	high	3.1.6.1 	
GFS_1161_508_2	558	S1_4	536	2.9e-174	573.0	2	517	26	537	96.1	1	high	3.1.6.1 	
GFS_10893_126_29	513	S1_7	456	1e-181	597.1	3	448	34	506	97.6	1	high	3.1.6.13 3.1.6.- 	
GL121_UP_concoct_83_540_2	480	S1_14	426	6.4e-195	640.2	2	422	23	467	98.6	1	high		
GFS_3520_15_8	657	S1_4	536	4.3e-179	588.9	2	519	22	526	96.5	1	high	3.1.6.1 	
GFS_7859_191_3	431	S1_21	416	7.9e-181	593.6	2	415	17	429	99.3	1	high		
GFS_9696_308_9	519	S3	508	3.2e-160	526.5	142	504	3	365	71.3	1	high	3.1.6.- 3.1.6.19 	
GFS_4736_197_6	505	S1_0	499	5.5e-184	604.9	4	497	5	496	98.8	1	high	3.1.-.- 	
GFS_4112_110_8	780	S1_4	536	5.1e-200	658.0	2	518	45	583	96.3	1	high	3.1.6.1 	
GFS_12838_47_8	529	S1_4	536	8.1e-187	614.4	2	515	19	519	95.7	1	high	3.1.6.1 	
GFS_5813_239_3	506	S1_0	499	1.4e-162	534.3	5	492	18	479	97.6	1	high	3.1.-.- 	
GFS_4040_134_9	460	S1_62	414	4.3e-148	485.9	3	407	48	456	97.6	1	high		
GFS_11693_1649_1	141	S1_16	444	9.5e-49	158.5	293	431	2	140	31.1	1	probable fragment		
GL74_DN_metabinner_11_277_1	438	S1_16	444	3.3e-84	275.3	172	438	1	276	59.9	1	probable fragment		
GL116_DN_metabat_127_240_1	486	S3	508	9.9e-174	571.1	147	503	1	357	70.1	1	high	3.1.6.- 3.1.6.19 	
GL34_DN_concoct_226_550_6	512	S1_28	445	6e-166	544.9	3	440	52	498	98.2	1	high		
GFS_8576_577_1	343	S1_11	498	6.4e-129	423.4	4	317	14	343	62.9	1	high	3.1.6.11 3.1.6.14 	
GL85_DN_metabinner_10_787_3	538	S1_4	536	4.6e-152	499.7	2	506	26	518	94.0	1	high	3.1.6.1 	
GL139_UP_metabat_106_369_5	461	S1_20	444	2.9e-161	529.5	1	433	25	455	97.3	1	high		
GFS_12224_127_13	465	S1_13	476	2.5e-153	503.8	2	458	5	452	95.8	1	high		
GFS_5624_155_11	516	S1_0	499	3.8e-166	546.1	2	488	3	493	97.4	1	high	3.1.-.- 	
GL139_UP_metabinner_22_sub_262_1	236	S1_61	451	2.3e-103	338.7	1	233	2	235	51.4	1	high		
GL51_DN_concoct_123_867_2	424	S1_20	444	9.7e-161	527.8	3	436	2	422	97.5	1	high		
GL43_DN_concoct_104_sub_1020_1	448	S1_18	426	8.2e-204	669.5	3	423	9	440	98.6	1	high		
GL140_5_metabinner_64_74_5	464	S1_28	445	6.7e-115	499.8	3	437	31	434	97.5	1	high		fusion of 2 fragments from 155 to 434 score 376.7 fragment 2 from 31 to 141 score 123.1
GL72_DN_metabinner_2_157_144	638	S1_8	443	7.8e-135	442.3	2	427	24	456	95.9	1	high	3.10.1.1 3.1.6.- 	
GL73_DN_concoct_218_sub_830_4	537	S1_56	526	7.3e-210	690.3	2	522	4	532	98.9	1	high		
GFS_5662_463_1	143	S3	508	1.7e-45	148.0	4	140	8	142	26.8	1	probable fragment		
GL74_DN_metabat_45_71_17	476	S1_11	498	1.1e-109	714.3	5	485	23	470	96.4	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 255 to 470 score 359.9 fragment 2 from 23 to 252 score 354.4
GLR68_GL53_UP_2_metabat_7_sub_204_4	442	S1_18	426	7.3e-209	686.1	2	423	5	434	98.8	1	high		
GL93_UP_concoct_19_sub_438_4	255	S1_4	536	3.3e-98	322.0	2	220	24	250	40.7	1	high	3.1.6.1 	
GFS_6270_43_1	386	S1_11	498	1.3e-155	511.4	5	360	14	385	71.3	1	high	3.1.6.11 3.1.6.14 	
GL72_UP_concoct_269_789_2	485	S1_37	447	6.8e-206	676.7	2	447	3	452	99.6	1	high		
GFS_12838_133_38	616	S1_8	443	2.1e-143	470.5	2	434	18	444	97.5	1	high	3.10.1.1 3.1.6.- 	
GL74_DN_concoct_278_148_17	540	S1_8	443	2.7e-121	397.7	2	433	21	522	97.3	1	high	3.10.1.1 3.1.6.- 	
GL74_DN_metabinner_11_146_1	443	S1_19	430	1.2e-163	537.1	2	423	26	439	97.9	1	high	3.1.6.- 	
339R_concoct_84_sub_1041_1	564	S1_8	443	2.5e-142	467.0	2	432	8	432	97.1	1	high	3.10.1.1 3.1.6.- 	
GL95_UP_concoct_160_32_1	679	S1_8	443	2.2e-152	500.1	2	426	249	669	95.7	1	high	3.10.1.1 3.1.6.- 	
GL137_UP_concoct_28_938_1	302	S1_15	471	2.8e-114	374.9	3	288	30	302	60.5	1	high	3.1.6.4 	
GL5_Up_concoct_179_348_7	493	S1_15	471	5.4e-95	517.9	2	468	26	469	98.9	1	high	3.1.6.4 	fusion of 2 fragments from 201 to 469 score 311.3 fragment 2 from 26 to 198 score 206.6
GL124_UP_metabat_89_79_86	524	S1_64	483	4.7e-149	490.0	1	483	19	521	99.8	1	high		
GL119_DN_concoct_18_296_4	238	S1_18	426	4.8e-113	370.4	1	229	2	238	53.5	1	high		
GL140_5_metabinner_97_sub_539_2	439	S1_18	426	8.5e-213	699.1	2	423	6	431	98.8	1	high		
GL94_UP_concoct_84_259_5	483	S1_7	456	8.2e-166	544.7	2	445	24	463	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_5712_663_2	557	S1_8	443	1.8e-119	391.6	2	425	45	539	95.5	1	high	3.10.1.1 3.1.6.- 	
GFS_9658_49_134	442	S1_22	433	1.4e-161	530.4	2	425	19	441	97.7	1	high		
GFS_12863_11_7	477	S1_17	425	2.7e-162	532.7	3	414	25	453	96.7	1	high	3.1.6.- 	
GFS_5321_193_18	501	S1_34	450	4e-225	740.1	2	447	23	468	98.9	1	high		
GFS_9243_636_8	290	S1_15	471	1.2e-109	359.6	3	253	22	290	53.1	1	high	3.1.6.4 	
GL115_DN_metabinner_5_sub_151_3	325	S1_24	410	2.7e-84	275.9	3	263	31	282	63.4	1	probable fragment		
GFS_10141_8_28	502	S1_64	483	2.2e-154	507.6	2	483	8	499	99.6	1	high		
GFS_5624_4_11	540	S1_0	499	3.2e-219	721.1	3	497	3	506	99.0	1	high	3.1.-.- 	
GL65_DN_metabat_42_sub_428_4	378	S1_23	422	3.3e-118	387.6	2	351	25	365	82.7	1	high		
GFS_223_853_2	512	S1_20	444	1.2e-178	586.9	2	437	35	496	98.0	1	high		
GFS_3381_104_9	577	S1_4	536	4.7e-193	635.0	2	515	18	559	95.7	1	high	3.1.6.1 	
GFS_4627_291_5	588	S1_7	456	9.1e-180	590.7	2	443	27	500	96.7	1	high	3.1.6.13 3.1.6.- 	
